aX,aY,aZ,gX,gY,gZ
0.141,4.000,1.326,-70.557,225.952,-164.185
-0.045,3.880,1.052,-10.254,235.962,-223.999
-0.122,3.478,0.829,19.775,243.286,-283.997
-0.085,2.908,0.607,11.536,240.173,-344.666
-0.040,2.327,0.481,-25.635,223.328,-399.963
-0.129,1.845,0.419,-81.543,192.139,-447.266
-0.415,1.470,0.416,-140.320,158.752,-489.746
-0.911,1.044,0.577,-184.998,126.404,-531.311
-1.436,0.549,0.897,-215.454,100.403,-571.045
-2.127,-0.114,1.238,-234.619,80.811,-607.849
-2.825,-0.634,1.466,-242.126,68.604,-619.690
-3.313,-0.859,1.459,-233.765,67.566,-598.389
-3.286,-0.892,1.103,-197.449,60.974,-557.739
-2.757,-0.942,0.731,-121.704,32.471,-513.611
-2.361,-1.519,0.790,-47.241,-16.052,-470.337
-2.239,-2.423,1.008,-30.334,-53.711,-416.565
-1.987,-3.050,1.156,-73.242,-61.218,-352.722
-1.439,-3.091,1.206,-149.658,-50.171,-289.551
-0.808,-2.879,1.248,-206.482,-33.569,-225.403
-0.377,-2.637,1.224,-222.900,-17.151,-151.489
-0.286,-2.309,1.257,-189.453,-7.202,-83.740
-0.433,-1.878,1.208,-112.610,7.751,-23.315
-0.524,-1.484,1.001,-37.231,33.508,36.011
-0.376,-1.105,0.720,1.831,64.392,91.614
-0.115,-0.688,0.407,-5.554,87.158,138.489
0.151,-0.196,0.090,-45.105,96.863,168.335
0.403,0.342,-0.131,-87.158,87.158,176.208
0.660,0.807,-0.177,-107.544,63.232,164.429
0.863,1.097,-0.077,-105.652,30.151,138.672
0.973,1.179,0.120,-91.003,0.366,107.422
0.997,1.091,0.350,-73.730,-20.569,69.702
0.991,0.955,0.596,-53.589,-35.095,26.550
0.977,0.828,0.817,-29.114,-41.260,-15.625
0.888,0.657,0.995,1.587,-42.480,-50.842
0.761,0.451,1.128,35.400,-37.781,-76.355
0.636,0.222,1.185,64.453,-24.231,-91.858
0.581,-0.009,1.092,80.627,-1.953,-100.220
0.609,-0.194,0.906,83.618,21.423,-104.919
0.685,-0.328,0.697,80.200,35.339,-106.628
0.759,-0.420,0.527,72.449,38.635,-102.600
0.785,-0.492,0.421,62.073,33.020,-92.773
0.829,-0.550,0.361,50.842,20.325,-77.454
0.828,-0.603,0.386,37.476,4.272,-56.763
0.766,-0.601,0.455,21.545,-9.705,-32.288
0.724,-0.550,0.526,3.967,-19.287,-10.620
0.717,-0.462,0.604,-11.047,-25.330,6.531
0.685,-0.339,0.691,-22.949,-28.564,20.447
0.669,-0.209,0.739,-28.931,-24.719,30.762
0.680,-0.077,0.765,-29.297,-18.982,34.485
0.718,0.040,0.757,-26.611,-11.353,32.715
0.759,0.147,0.729,-20.935,-5.676,26.550
0.796,0.205,0.688,-12.512,-2.380,16.663
0.834,0.193,0.658,-3.967,-1.221,3.906
0.852,0.140,0.639,3.174,-2.869,-9.094
0.840,0.103,0.630,10.071,-5.737,-21.729
0.796,0.053,0.643,17.334,-9.827,-31.799
0.764,-0.030,0.648,22.400,-11.475,-38.635
0.759,-0.141,0.650,24.414,-11.780,-43.030
0.747,-0.251,0.669,22.339,-12.024,-42.786
0.736,-0.331,0.683,14.526,-10.681,-36.743
0.716,-0.363,0.704,5.371,-9.338,-27.893
0.702,-0.336,0.707,-2.380,-8.118,-17.029
0.702,-0.290,0.702,-7.812,-5.981,-6.775
0.699,-0.227,0.689,-10.071,-4.578,1.160
0.707,-0.190,0.693,-9.583,-4.517,6.165
0.713,-0.175,0.717,-8.057,-4.578,8.545
0.704,-0.159,0.723,-6.958,-2.686,9.277
0.717,-0.144,0.721,-6.287,-1.648,9.277
0.730,-0.124,0.712,-6.348,0.488,8.911
0.736,-0.096,0.683,-6.775,2.808,8.545
0.747,-0.075,0.655,-6.042,3.357,6.287
0.753,-0.063,0.634,-3.479,2.686,2.869
0.724,-0.062,0.621,-0.488,0.916,0.366
0.719,-0.073,0.614,1.587,0.427,-0.671

0.178,-0.078,0.993,-0.488,-2.808,5.432
0.186,-0.066,0.988,-5.005,-3.113,6.531
0.186,-0.053,0.978,-7.568,-3.662,6.531
0.176,-0.044,0.974,-8.911,-4.089,6.836
0.158,-0.023,0.973,-9.338,-4.456,6.714
0.161,-0.003,0.967,-7.935,-4.395,6.104
0.161,-0.002,0.969,-6.409,-4.822,4.517
0.151,0.004,0.976,-4.395,-5.066,3.052
0.152,0.017,0.976,-2.319,-5.371,2.075
0.158,0.019,0.982,-0.916,-5.066,0.610
0.155,0.022,0.986,0.610,-5.371,-0.671
0.152,0.018,0.989,2.441,-5.432,-1.404
0.151,0.010,0.985,3.906,-4.883,-2.319
0.147,0.005,0.981,4.639,-4.944,-3.357
0.143,-0.007,0.979,5.554,-4.639,-4.211
0.146,-0.018,0.980,6.409,-4.822,-4.944
0.154,-0.019,0.987,6.714,-5.310,-5.188
0.148,-0.020,0.997,7.507,-5.127,-5.737
0.149,-0.014,1.000,9.460,-4.456,-6.226
0.156,-0.021,0.985,11.536,-3.235,-7.202
0.162,-0.043,0.973,13.550,-2.930,-8.850
0.164,-0.061,0.972,14.587,-3.235,-8.850
0.154,-0.076,0.984,14.648,-3.479,-7.507
0.159,-0.089,0.992,12.939,-3.784,-5.493
0.176,-0.099,1.003,9.277,-4.150,-2.136
0.190,-0.093,1.021,4.333,-5.310,2.197
0.205,-0.069,1.039,-0.916,-6.836,6.409
0.221,-0.060,1.056,-4.944,-8.728,9.094
0.241,-0.064,1.075,-8.606,-10.681,11.353
0.247,-0.055,1.114,-14.099,-13.184,15.564
0.218,-0.050,1.152,-22.095,-16.357,22.095
0.224,-0.031,1.250,-34.668,-17.334,29.602
0.212,0.038,1.428,-51.514,-16.724,36.499
0.208,0.183,1.513,-76.782,-10.254,43.335
0.240,0.476,1.627,-102.539,-0.610,50.049
0.263,0.776,1.722,-117.371,11.230,50.293
0.343,1.041,1.802,-120.178,22.400,43.457
0.426,1.261,1.879,-115.417,32.471,35.645
0.457,1.428,1.969,-109.619,41.565,29.480
0.408,1.569,2.064,-111.633,54.810,23.315
0.371,1.746,2.109,-125.000,74.585,13.550
0.396,2.042,2.097,-144.165,99.182,-1.038
0.453,2.422,2.037,-155.884,123.474,-22.461
0.476,2.745,2.000,-153.625,144.226,-52.673
0.530,2.904,1.897,-143.311,163.696,-90.332
0.600,2.913,1.737,-127.502,179.382,-137.207
0.639,2.815,1.582,-107.117,188.599,-188.538
0.513,2.586,1.471,-92.773,190.857,-235.413
0.411,2.304,1.314,-95.093,195.801,-272.949
0.338,2.007,1.173,-113.953,196.777,-309.326
0.170,1.800,1.078,-140.442,188.477,-343.567
-0.043,1.655,1.009,-167.236,176.514,-371.094
-0.341,1.399,0.971,-189.331,158.203,-404.480
-0.883,0.929,1.058,-203.857,130.737,-446.655
-1.453,0.398,1.140,-219.971,109.985,-481.689
-2.068,-0.093,1.255,-229.065,96.924,-507.019
-2.598,-0.482,1.281,-215.088,89.294,-516.418
-2.764,-0.893,1.141,-187.195,89.417,-505.371
-2.641,-1.268,0.963,-162.659,78.552,-479.004
-2.255,-1.421,0.841,-134.155,59.875,-435.608
-1.900,-1.615,0.794,-109.497,36.011,-394.287
-1.564,-1.809,0.741,-89.905,10.254,-362.610
-1.297,-1.990,0.800,-73.669,-9.705,-332.947
-1.001,-2.179,0.891,-69.336,-18.188,-299.377
-0.667,-2.225,0.864,-74.402,-10.803,-257.751
-0.407,-2.193,0.837,-63.538,-0.977,-217.529
-0.335,-2.076,0.834,-29.907,6.592,-173.401
-0.395,-1.942,0.746,7.019,19.348,-116.272
-0.299,-1.690,0.585,23.132,38.147,-45.715
-0.038,-1.294,0.432,9.766,52.979,25.940
0.158,-0.840,0.274,-32.043,56.335,85.571
0.243,-0.282,0.147,-77.820,49.805,126.770
0.374,0.286,0.065,-105.103,37.842,142.883
0.606,0.696,0.084,-105.835,21.118,130.371
0.833,0.845,0.211,-82.458,0.000,97.778
0.926,0.796,0.404,-48.401,-19.714,56.580
0.916,0.654,0.606,-12.390,-33.752,15.076
0.848,0.457,0.775,18.677,-40.771,-22.705
0.761,0.218,0.904,41.931,-39.001,-51.331
0.660,-0.067,0.976,57.190,-28.015,-67.505
0.641,-0.267,0.947,65.552,-10.315,-70.129
0.686,-0.377,0.819,64.331,7.568,-63.538
0.711,-0.455,0.655,53.955,19.165,-54.504
0.764,-0.503,0.500,39.124,23.254,-44.434
0.839,-0.518,0.429,24.292,18.250,-34.119
0.876,-0.522,0.443,12.573,6.470,-22.339
0.846,-0.492,0.520,2.563,-7.874,-9.155
0.752,-0.436,0.627,-4.883,-18.372,4.150
0.668,-0.373,0.731,-10.132,-22.583,15.564
0.636,-0.272,0.792,-15.076,-20.020,22.583
0.634,-0.158,0.797,-17.822,-13.184,25.452
0.672,-0.081,0.769,-16.113,-5.493,25.757
0.730,-0.066,0.744,-12.024,0.183,23.804
0.781,-0.057,0.713,-9.033,3.479,20.325
0.805,-0.027,0.681,-7.141,4.089,17.395
0.800,0.020,0.646,-7.324,3.479,14.343
0.792,0.069,0.614,-8.118,1.343,9.644
0.781,0.081,0.607,-6.653,-1.038,2.808
0.770,0.051,0.624,-4.089,-3.845,-5.066
0.767,-0.022,0.646,0.488,-5.798,-11.719
0.762,-0.090,0.666,2.686,-6.775,-15.686
0.747,-0.145,0.675,4.822,-6.714,-15.869
0.756,-0.210,0.662,4.211,-5.371,-14.160
0.755,-0.256,0.666,2.747,-4.944,-11.963
0.747,-0.271,0.662,0.183,-5.249,-7.690
0.729,-0.254,0.665,-2.808,-5.676,-3.113
0.709,-0.228,0.664,-5.188,-5.676,1.648
0.716,-0.204,0.653,-8.484,-4.761,4.700
0.732,-0.167,0.656,-10.193,-4.333,5.920
0.745,-0.139,0.672,-9.399,-4.944,6.226
0.750,-0.122,0.698,-6.592,-5.615,6.775
0.734,-0.087,0.722,-2.808,-5.676,7.996
0.742,-0.065,0.724,-0.305,-4.028,7.446
0.752,-0.065,0.720,2.136,-3.113,4.272
0.739,-0.059,0.699,4.395,-1.953,1.831
0.734,-0.057,0.654,6.470,-0.061,-0.305
0.750,-0.095,0.628,8.362,0.183,-3.906
0.768,-0.129,0.621,8.606,-0.610,-6.165
0.753,-0.141,0.623,7.629,-1.648,-6.409

0.064,-0.068,1.000,1.160,1.221,-2.319
0.070,-0.071,1.001,1.099,0.610,-2.686
0.071,-0.073,1.004,1.099,-0.061,-2.502
0.074,-0.072,1.003,1.343,-0.488,-2.075
0.072,-0.078,1.006,1.709,-1.648,-2.075
0.072,-0.076,1.006,1.343,-2.563,-1.282
0.068,-0.074,1.004,0.793,-3.052,-0.305
0.061,-0.071,1.000,-0.732,-3.357,0.061
0.062,-0.069,0.992,-1.648,-3.601,0.305
0.063,-0.069,0.987,-1.404,-3.296,0.366
0.059,-0.067,0.979,-0.854,-3.601,0.427
0.052,-0.069,0.979,0.366,-3.723,0.488
0.052,-0.068,0.980,1.587,-3.723,0.305
0.058,-0.063,0.976,2.441,-2.869,0.244
0.059,-0.060,0.981,3.601,-2.747,-0.061
0.059,-0.062,0.988,5.127,-2.930,-0.732
0.058,-0.075,0.989,6.165,-2.747,-1.770
0.057,-0.090,0.997,7.263,-3.174,-2.258
0.059,-0.101,1.000,6.287,-3.906,-1.709
0.059,-0.107,1.000,3.784,-4.211,-0.732
0.051,-0.101,1.001,1.282,-4.578,0.427
0.049,-0.084,0.997,-0.732,-4.578,1.343
0.055,-0.073,0.992,-1.221,-4.150,1.465
0.061,-0.062,0.985,-1.221,-4.761,0.854
0.070,-0.055,0.986,0.488,-4.761,0.488
0.070,-0.048,1.000,2.136,-5.798,-0.183
0.062,-0.043,1.017,3.662,-6.531,-0.916
0.061,-0.044,1.038,5.127,-7.141,-1.343
0.076,-0.045,1.056,5.737,-8.362,-1.770
0.101,-0.063,1.094,5.066,-11.719,-0.305
0.122,-0.075,1.152,1.831,-16.235,3.967
0.153,-0.087,1.219,-5.920,-21.790,9.155
0.195,-0.117,1.313,-17.334,-30.823,15.015
0.206,-0.141,1.418,-35.461,-42.236,24.353
0.204,-0.149,1.537,-60.669,-52.124,38.025
0.126,-0.080,1.882,-95.215,-59.387,55.420
0.038,0.307,2.137,-150.269,-48.035,71.716
0.014,0.867,2.189,-220.154,-16.968,78.918
-0.063,1.448,2.351,-268.616,13.611,76.782
-0.084,2.179,2.434,-288.635,52.429,70.129
-0.013,2.886,2.401,-276.855,98.145,50.171
0.053,3.407,2.258,-235.657,139.465,11.963
0.076,3.667,2.025,-168.091,176.575,-34.607
0.136,3.656,1.793,-97.717,209.290,-78.247
0.155,3.469,1.513,-48.218,233.276,-120.239
0.226,3.239,1.144,-25.208,254.761,-160.400
0.345,2.961,0.886,-29.724,259.155,-206.360
0.390,2.666,0.706,-57.800,242.310,-259.583
0.438,2.309,0.502,-106.201,216.919,-308.289
0.407,1.980,0.397,-161.926,175.659,-359.253
0.208,1.681,0.511,-203.918,120.300,-421.936
-0.378,1.374,0.901,-215.698,64.941,-488.953
-1.220,1.027,1.315,-198.486,27.161,-546.570
-2.392,0.499,1.915,-158.875,13.489,-589.050
-3.005,0.261,1.736,-111.694,48.096,-600.769
-2.916,0.043,1.681,-53.284,82.214,-602.356
-2.768,-0.701,1.856,40.588,59.143,-609.192
-2.848,-1.653,2.032,61.951,56.946,-577.820
-2.987,-2.592,2.068,33.020,79.895,-524.048
-2.778,-3.299,1.807,-34.241,126.587,-456.055
-2.196,-3.295,1.293,-115.479,180.054,-366.028
-1.627,-2.937,0.766,-171.204,210.327,-275.574
-1.093,-2.587,0.292,-201.538,212.585,-191.589
-0.659,-2.227,-0.083,-199.219,192.261,-113.281
-0.276,-1.739,-0.288,-165.710,156.982,-47.668
-0.068,-1.229,-0.378,-116.882,114.563,3.296
-0.039,-0.764,-0.344,-66.467,72.205,42.603
0.039,-0.427,-0.205,-28.748,38.269,68.970
0.310,-0.117,-0.044,-23.071,14.771,80.505
0.465,0.097,0.201,-37.842,-8.118,72.815
0.450,0.321,0.409,-48.157,-23.621,55.481
0.401,0.490,0.545,-42.175,-26.550,28.992
0.420,0.546,0.647,-18.799,-22.217,-1.526
0.473,0.445,0.650,11.963,-12.268,-27.893
0.524,0.253,0.599,43.945,-3.662,-47.974
0.563,-0.061,0.610,66.345,1.343,-60.181
0.629,-0.324,0.586,66.284,5.920,-64.453
0.690,-0.486,0.593,59.570,5.981,-59.937
0.736,-0.519,0.592,45.715,4.517,-45.288
0.738,-0.471,0.588,26.245,2.258,-25.208
0.762,-0.349,0.600,10.376,-1.526,-5.310
0.784,-0.286,0.620,-2.502,-5.249,7.568
0.782,-0.214,0.670,-12.268,-9.583,15.015
0.769,-0.103,0.703,-18.066,-11.047,19.348
0.766,-0.032,0.722,-19.043,-10.864,18.311
0.776,-0.004,0.752,-15.198,-11.963,13.428
0.779,0.037,0.742,-9.460,-11.353,10.925
0.775,0.047,0.725,-6.409,-9.583,9.399
0.793,0.035,0.740,-6.470,-9.094,4.517
0.808,0.049,0.725,-8.911,-7.629,-0.671
0.811,0.065,0.708,-11.230,-6.958,-5.005
0.811,0.055,0.713,-9.399,-7.935,-9.094
0.788,0.007,0.728,-4.700,-9.277,-14.038
0.756,-0.019,0.717,0.977,-9.399,-15.259
0.725,-0.033,0.674,1.160,-8.545,-14.893
0.708,-0.047,0.655,-1.282,-7.629,-16.602
0.711,-0.079,0.661,-3.479,-6.897,-18.799
0.720,-0.130,0.679,-5.920,-5.432,-19.531
0.718,-0.178,0.724,-6.226,-5.981,-18.555
0.690,-0.193,0.758,-5.493,-4.211,-13.367
0.680,-0.178,0.728,-7.019,0.427,-6.531
0.704,-0.172,0.679,-9.583,3.723,-2.258
0.738,-0.161,0.644,-11.414,4.272,0.549
0.765,-0.133,0.620,-13.306,3.296,3.052
0.772,-0.098,0.623,-14.526,-0.427,4.883
0.768,-0.086,0.640,-15.503,-4.028,5.920
0.767,-0.087,0.657,-15.991,-6.287,5.615
0.722,-0.069,0.664,-16.174,-8.728,4.211
0.706,-0.043,0.674,-16.602,-8.911,3.479
0.676,-0.018,0.682,-15.442,-9.033,1.831
0.671,0.010,0.686,-10.010,-8.057,1.648
0.703,-0.020,0.684,-4.028,-7.019,0.488
0.717,-0.068,0.691,-0.366,-7.141,-1.221
0.712,-0.092,0.708,1.282,-7.324,-2.136
0.705,-0.094,0.712,-0.061,-6.592,-3.296
0.697,-0.072,0.698,-1.587,-4.822,-4.822
0.702,-0.060,0.688,-0.549,-3.540,-5.981
0.732,-0.080,0.671,1.221,-2.075,-6.287
0.739,-0.094,0.658,2.258,-1.831,-6.287

0.122,-0.054,0.996,-3.601,-1.953,0.061
0.125,-0.044,0.992,-3.784,-1.404,0.732
0.133,-0.033,0.990,-3.784,-1.160,1.404
0.138,-0.025,0.988,-3.723,-1.160,1.343
0.136,-0.020,0.990,-2.991,-1.526,1.221
0.134,-0.018,0.987,-2.563,-1.648,1.038
0.129,-0.021,0.989,-2.075,-2.136,0.671
0.122,-0.024,0.990,-1.343,-2.380,0.732
0.116,-0.024,0.988,-0.977,-2.625,0.610
0.110,-0.027,0.987,-0.427,-2.625,0.427
0.111,-0.032,0.989,0.488,-2.441,0.427
0.114,-0.039,0.990,0.732,-2.502,0.427
0.116,-0.045,0.991,0.916,-2.625,0.305
0.119,-0.040,0.990,0.977,-2.930,0.366
0.124,-0.031,0.986,1.221,-2.747,0.366
0.124,-0.032,0.989,1.831,-2.747,0.366
0.124,-0.026,0.986,2.136,-2.686,0.732
0.128,-0.007,0.990,2.075,-2.930,1.221
0.132,0.004,0.993,2.197,-3.174,1.221
0.132,0.013,0.989,2.625,-2.869,0.366
0.127,0.012,0.983,4.211,-3.113,-0.854
0.121,0.002,0.976,6.287,-3.540,-1.953
0.115,-0.016,0.974,8.423,-4.639,-2.991
0.107,-0.037,0.979,10.254,-5.432,-3.540
0.104,-0.059,0.985,11.047,-6.165,-3.662
0.110,-0.077,0.994,11.292,-6.958,-3.357
0.113,-0.084,1.005,11.108,-7.690,-2.319
0.119,-0.081,1.016,10.254,-8.362,-0.061
0.148,-0.068,1.029,8.911,-9.460,2.319
0.176,-0.054,1.051,7.324,-11.963,4.456
0.204,-0.064,1.088,5.981,-15.198,7.690
0.245,-0.091,1.152,2.686,-20.752,13.794
0.271,-0.126,1.211,-4.333,-27.893,23.682
0.279,-0.141,1.290,-17.334,-36.377,37.964
0.281,-0.073,1.409,-38.940,-45.898,55.908
0.235,0.035,1.642,-67.017,-54.993,76.904
0.115,0.078,1.922,-101.807,-56.274,101.685
0.008,0.303,2.141,-153.259,-41.077,125.427
-0.029,0.883,2.365,-213.440,-15.991,130.859
-0.019,1.581,2.456,-263.428,17.029,119.812
0.080,2.308,2.447,-289.185,55.420,105.042
0.200,2.953,2.383,-283.630,92.346,81.299
0.301,3.529,2.249,-251.404,123.352,46.570
0.369,3.960,2.050,-201.660,147.156,-4.089
0.413,4.000,1.875,-144.958,161.194,-74.768
0.341,4.000,1.741,-88.501,169.006,-151.428
0.195,3.915,1.565,-41.260,176.270,-225.464
0.050,3.591,1.452,-5.798,179.138,-300.110
-0.223,3.049,1.379,15.076,174.500,-377.258
-0.580,2.406,1.366,20.386,168.518,-442.749
-0.899,1.702,1.341,11.353,168.457,-495.300
-1.216,0.989,1.284,-11.292,172.546,-536.804
-1.476,0.308,1.266,-42.358,179.565,-560.547
-1.827,-0.434,1.213,-87.158,187.927,-566.528
-2.158,-0.902,1.163,-145.935,202.026,-551.697
-2.524,-1.261,1.118,-202.698,222.229,-530.151
-2.750,-1.320,0.906,-246.216,229.980,-505.554
-2.660,-1.058,0.575,-250.916,221.375,-470.947
-2.288,-0.827,0.277,-222.412,191.406,-434.631
-1.874,-0.837,0.050,-176.575,128.357,-404.785
-1.670,-1.152,0.048,-118.408,47.913,-386.230
-1.639,-1.638,0.270,-63.416,-25.818,-374.573
-1.485,-1.991,0.442,-23.987,-66.162,-353.699
-1.180,-2.200,0.661,-2.869,-84.045,-326.660
-0.889,-2.463,0.899,6.042,-85.815,-298.340
-0.768,-2.615,1.076,9.033,-69.946,-259.277
-0.810,-2.496,1.106,27.954,-39.429,-204.285
-0.698,-2.235,0.870,59.875,5.066,-133.362
-0.332,-1.968,0.570,81.482,46.021,-53.467
0.053,-1.619,0.331,68.970,66.956,29.602
0.232,-1.220,0.151,11.536,67.627,105.042
0.257,-0.695,0.014,-63.721,56.946,162.720
0.271,0.016,-0.131,-128.052,45.166,198.242
0.361,0.688,-0.178,-162.292,30.457,201.233
0.549,1.142,-0.066,-160.156,9.094,171.570
0.732,1.284,0.179,-128.357,-17.151,124.756
0.809,1.182,0.452,-79.773,-39.429,74.402
0.790,0.907,0.753,-27.893,-52.490,25.024
0.711,0.527,1.021,12.634,-52.979,-17.761
0.597,0.154,1.153,37.292,-40.710,-47.424
0.536,-0.139,1.157,52.734,-20.935,-62.378
0.555,-0.330,1.043,56.213,1.038,-64.880
0.571,-0.428,0.867,51.025,19.348,-60.486
0.580,-0.448,0.677,43.640,29.846,-50.720
0.640,-0.460,0.474,31.494,32.959,-39.490
0.776,-0.510,0.370,18.433,25.940,-29.724
0.886,-0.561,0.405,5.798,7.996,-18.982
0.827,-0.547,0.511,-6.714,-12.390,-3.967
0.686,-0.504,0.662,-17.273,-27.283,11.597
0.619,-0.413,0.781,-27.222,-33.325,23.926
0.609,-0.286,0.854,-37.720,-31.616,33.447
0.611,-0.161,0.886,-45.715,-25.146,38.513
0.629,-0.067,0.909,-48.096,-16.479,39.490
0.670,0.013,0.895,-46.692,-8.545,36.804
0.720,0.088,0.844,-41.443,-2.747,31.067
0.755,0.119,0.813,-31.128,-0.793,22.217
0.755,0.091,0.800,-20.386,-2.136,14.160
0.766,0.062,0.775,-13.672,-3.235,7.812
0.774,0.029,0.777,-9.705,-5.188,1.160
0.745,0.001,0.779,-8.972,-7.568,-4.272
0.710,-0.026,0.776,-10.132,-8.118,-7.324
0.690,-0.051,0.772,-11.169,-7.507,-11.292
0.677,-0.067,0.773,-10.010,-7.263,-14.221
0.672,-0.104,0.779,-7.690,-6.653,-14.465
0.672,-0.147,0.790,-4.211,-5.859,-12.695
0.665,-0.182,0.801,-1.160,-4.700,-9.644
0.657,-0.199,0.796,-0.793,-3.357,-6.226
0.657,-0.195,0.779,-1.221,-1.648,-3.052
0.653,-0.195,0.747,-3.357,-0.549,0.305
0.664,-0.184,0.707,-7.324,0.183,3.845
0.666,-0.158,0.694,-10.925,-0.854,6.226
0.667,-0.143,0.712,-12.756,-2.502,8.972
0.668,-0.135,0.722,-16.113,-3.418,11.597
0.663,-0.098,0.724,-18.311,-4.211,12.329
0.682,-0.074,0.724,-17.456,-4.456,11.841
0.692,-0.058,0.743,-16.785,-5.371,10.315
0.678,-0.031,0.757,-13.794,-5.554,9.766
0.672,-0.023,0.746,-12.268,-4.333,8.423
0.673,-0.005,0.736,-10.864,-3.418,5.066

0.149,-0.119,1.116,1.648,15.015,-7.751
0.145,-0.173,1.079,-2.441,9.277,-8.179
0.124,-0.160,1.031,-9.644,4.578,-5.493
0.061,-0.157,1.019,-13.123,2.197,-2.808
0.025,-0.149,1.006,-16.968,-0.977,0.427
0.003,-0.133,0.968,-21.179,0.488,3.967
0.002,-0.114,0.941,-22.827,4.150,5.371
0.014,-0.093,0.919,-22.888,7.385,6.775
0.024,-0.069,0.924,-24.292,6.592,8.362
0.035,-0.040,0.933,-23.804,7.812,9.705
0.046,-0.012,0.952,-23.621,7.019,9.949
0.060,0.017,0.969,-21.118,7.080,9.888
0.070,0.039,0.982,-19.653,4.822,8.728
0.069,0.037,1.015,-15.747,3.296,7.446
0.081,0.049,1.031,-13.245,1.526,5.737
0.076,0.062,1.036,-10.803,-0.916,4.211
0.073,0.060,1.042,-7.507,-2.441,2.747
0.079,0.057,1.031,-4.761,-4.761,0.732
0.067,0.048,1.023,-1.892,-5.981,-0.671
0.055,0.030,1.006,0.183,-6.653,-2.075
0.050,0.010,0.991,1.587,-6.775,-3.540
0.042,-0.019,0.980,3.540,-6.775,-4.089
0.038,-0.042,0.967,4.761,-5.859,-3.357
0.041,-0.051,0.966,6.287,-4.822,-2.808
0.043,-0.055,0.977,7.202,-5.005,-2.563
0.048,-0.061,0.991,8.362,-4.333,-2.380
0.057,-0.050,1.008,8.728,-5.005,-2.258
0.068,-0.027,1.027,9.033,-6.287,-2.441
0.092,-0.008,1.045,10.010,-6.104,-3.906
0.114,0.004,1.080,11.047,-8.972,-5.493
0.131,0.011,1.119,13.550,-10.254,-5.981
0.148,-0.001,1.149,14.771,-15.076,-4.517
0.178,-0.086,1.306,14.954,-21.729,1.831
0.214,-0.106,1.434,2.991,-29.114,11.597
0.198,-0.128,1.630,-16.602,-35.400,26.245
0.192,-0.172,1.954,-47.607,-41.077,46.448
0.215,-0.031,2.377,-103.577,-38.574,71.655
0.208,0.329,2.764,-185.547,-17.822,94.360
0.144,0.931,2.865,-285.950,24.170,109.863
0.152,1.779,2.715,-379.395,87.219,106.628
0.384,2.919,2.413,-434.570,156.616,83.435
0.587,3.999,2.134,-422.363,210.999,43.884
0.464,4.000,1.882,-333.313,244.629,-10.925
0.302,4.000,1.474,-185.303,277.405,-75.684
0.232,4.000,0.992,-25.513,296.509,-148.621
0.220,4.000,0.613,97.290,296.143,-232.849
0.261,3.541,0.464,147.400,279.785,-316.895
0.199,2.546,0.495,114.563,244.568,-398.621
-0.137,1.849,0.649,36.255,197.388,-474.731
-0.713,1.283,0.931,-43.091,157.104,-534.180
-1.444,0.476,1.282,-109.375,132.202,-571.777
-2.087,-0.240,1.578,-177.673,132.507,-572.510
-2.859,-0.652,2.062,-239.197,166.077,-548.950
-2.820,-0.711,1.343,-287.842,232.117,-539.673
-2.704,-0.751,1.014,-289.429,238.770,-537.476
-2.667,-0.601,0.738,-238.464,193.542,-516.113
-2.533,-0.638,0.612,-161.743,131.531,-474.976
-2.342,-1.004,0.551,-71.533,63.782,-439.148
-2.322,-1.438,0.578,4.333,-9.155,-418.640
-2.302,-2.133,0.830,66.284,-57.617,-399.841
-2.010,-2.889,1.051,72.693,-65.552,-373.657
-1.383,-3.311,1.067,31.555,-38.513,-333.618
-0.775,-3.325,1.012,-11.597,-12.451,-273.682
-0.552,-3.105,0.866,-32.593,7.080,-196.350
-0.570,-2.696,0.681,-28.198,25.391,-107.300
-0.480,-2.245,0.460,-8.972,43.579,-20.020
-0.235,-1.762,0.264,-5.920,54.565,63.599
-0.007,-1.135,0.148,-30.212,52.124,142.090
0.112,-0.499,0.109,-70.190,41.687,201.233
0.204,0.157,0.075,-109.680,29.602,232.361
0.328,0.738,0.070,-132.690,20.081,233.765
0.497,1.168,0.124,-138.062,5.005,206.299
0.729,1.345,0.219,-130.127,-5.981,158.997
0.960,1.315,0.355,-110.901,-17.578,104.187
1.008,1.161,0.533,-79.041,-28.320,50.903
0.936,0.966,0.679,-48.462,-35.889,1.953
0.867,0.653,0.814,-22.339,-40.466,-42.358
0.765,0.330,0.934,1.648,-42.236,-72.754
0.632,0.091,1.005,24.353,-34.607,-84.778
0.524,-0.123,1.002,38.208,-21.729,-84.534
0.509,-0.320,0.922,43.152,-3.174,-78.064
0.548,-0.443,0.797,36.316,11.597,-66.833
0.602,-0.510,0.638,19.958,23.071,-54.688
0.692,-0.521,0.526,1.404,24.780,-42.786
0.782,-0.486,0.510,-11.841,16.663,-29.663
0.767,-0.435,0.521,-22.095,4.517,-12.756
0.723,-0.390,0.560,-32.410,-7.874,3.174
0.711,-0.315,0.642,-40.894,-15.198,13.062
0.673,-0.222,0.736,-48.828,-20.813,20.020
0.632,-0.150,0.838,-53.711,-19.165,25.757
0.606,-0.085,0.910,-54.138,-13.489,29.297
0.623,-0.006,0.909,-54.993,-4.700,29.114
