aX,aY,aZ,gX,gY,gZ
0.652,0.078,0.863,-49.438,7.019,26.917
0.685,0.134,0.810,-39.612,12.207,23.132
0.740,0.151,0.734,-28.870,17.395,16.724
0.777,0.165,0.661,-19.714,16.785,9.583
0.783,0.174,0.597,-12.634,13.000,1.892
0.791,0.145,0.555,-6.409,8.972,-5.615
0.795,0.105,0.557,-2.930,-1.221,-13.916
0.785,0.039,0.591,2.380,-9.033,-20.813
0.752,-0.026,0.642,4.883,-16.479,-23.437
0.712,-0.103,0.712,6.409,-18.738,-22.644
0.685,-0.164,0.778,3.723,-20.081,-18.677
0.674,-0.163,0.796,-2.258,-16.724,-14.832
0.660,-0.138,0.802,-6.165,-12.207,-11.353
0.647,-0.121,0.797,-8.240,-8.057,-7.446
0.669,-0.120,0.771,-7.568,-2.869,-2.380
0.714,-0.148,0.770,-7.751,0.244,1.892
0.704,-0.169,0.767,-10.986,1.831,6.714
0.682,-0.129,0.752,-19.043,2.136,10.803
0.685,-0.067,0.755,-23.254,5.188,13.611
0.692,-0.029,0.746,-22.766,7.629,16.846
0.696,0.016,0.726,-21.301,6.226,18.250
0.699,0.055,0.694,-16.174,8.240,17.761
0.693,0.072,0.663,-12.329,6.042,15.259
0.699,0.045,0.659,-7.874,6.042,10.803
0.713,0.033,0.652,-7.019,4.456,6.165
0.735,0.026,0.651,-5.432,3.357,1.831
0.724,0.023,0.662,-3.235,0.427,-1.221

0.180,-0.080,1.086,8.057,24.902,-6.897
0.174,-0.070,1.074,8.789,15.381,-7.507
0.139,-0.050,1.056,4.517,5.066,-5.310
0.077,-0.052,1.052,3.784,-0.122,-3.235
0.037,-0.056,1.024,3.418,-3.479,-3.540
0.028,-0.074,0.983,3.479,-2.991,-5.066
0.028,-0.094,0.947,3.967,-2.258,-6.104
0.017,-0.118,0.926,5.676,-0.854,-6.165
0.004,-0.151,0.922,6.775,0.610,-5.127
0.013,-0.172,0.928,6.897,1.404,-3.418
0.026,-0.182,0.948,5.615,3.113,-1.526
0.030,-0.185,0.972,2.502,4.089,-0.061
0.038,-0.169,0.990,-0.610,4.150,1.343
0.050,-0.156,0.999,-2.930,5.127,2.075
0.061,-0.141,1.004,-5.188,3.662,2.502
0.071,-0.124,1.008,-6.104,3.357,2.686
0.064,-0.106,1.015,-6.409,2.136,2.258
0.056,-0.087,1.013,-6.165,0.732,2.136
0.059,-0.072,1.016,-5.066,0.122,1.282
0.066,-0.059,1.013,-2.991,-0.793,0.183
0.066,-0.057,1.001,-0.549,-1.709,-1.160
0.061,-0.062,0.996,1.282,-3.113,-2.502
0.059,-0.067,0.987,2.869,-3.845,-3.113
0.061,-0.074,0.986,3.784,-4.822,-3.052
0.063,-0.079,0.991,3.845,-5.249,-2.930
0.074,-0.080,1.004,4.028,-5.432,-1.709
0.086,-0.086,1.038,4.089,-6.836,-0.061
0.108,-0.091,1.077,2.625,-9.033,1.953
0.124,-0.080,1.122,0.122,-12.390,5.249
0.140,-0.073,1.139,-4.028,-16.052,8.789
0.178,-0.085,1.173,-10.254,-21.057,12.329
0.218,-0.099,1.231,-18.616,-28.503,16.663
0.242,-0.091,1.302,-30.029,-37.170,22.461
0.245,-0.040,1.390,-42.847,-47.180,30.518
0.235,0.066,1.508,-57.800,-58.594,41.138
0.200,0.095,1.787,-74.707,-69.031,55.298
0.101,0.250,2.151,-108.643,-68.787,71.045
0.041,0.719,2.324,-174.744,-48.340,81.421
-0.056,1.131,2.569,-236.755,-17.883,81.360
0.003,1.708,2.605,-288.330,27.649,74.036
0.158,2.359,2.591,-319.153,80.139,55.176
0.185,3.090,2.468,-314.575,130.249,31.250
0.185,3.832,2.149,-274.048,179.565,7.690
0.262,4.000,1.793,-205.627,218.750,-28.870
0.279,4.000,1.424,-126.465,238.281,-78.064
0.215,3.991,1.126,-64.636,243.958,-124.634
0.197,3.599,0.844,-44.678,241.638,-179.199
0.165,3.045,0.673,-66.223,219.360,-250.244
0.077,2.500,0.664,-113.892,180.054,-325.806
-0.044,2.167,0.743,-171.204,135.010,-399.841
-0.430,1.986,0.999,-210.083,81.787,-473.206
-1.201,1.503,1.462,-215.210,30.090,-537.842
-2.173,0.664,1.895,-199.951,0.488,-580.322
-3.027,-0.197,2.176,-177.673,8.606,-585.876
-3.803,-0.862,2.217,-153.015,53.101,-562.256
-3.746,-1.374,1.741,-117.676,113.708,-520.142
-3.316,-1.593,1.414,-67.627,136.902,-472.229
-2.761,-1.655,0.999,-40.955,135.071,-443.054
-2.299,-2.064,0.702,-27.527,111.145,-432.068
-1.951,-2.510,0.450,-15.137,80.933,-412.537
-1.560,-2.868,0.311,-7.935,56.091,-382.446
-0.984,-3.051,0.195,-9.644,34.851,-338.257
-0.341,-3.160,0.239,-19.165,10.559,-279.602
0.080,-3.176,0.522,-25.574,-18.311,-210.937
0.003,-2.855,0.735,-20.081,-35.156,-134.399
-0.394,-2.227,0.735,-3.845,-31.189,-48.035
-0.464,-1.610,0.585,8.728,-5.005,34.546
-0.228,-1.115,0.443,-4.150,19.714,100.403
-0.027,-0.571,0.322,-42.908,32.471,146.729
0.040,0.104,0.150,-85.571,37.720,177.124
0.166,0.747,0.008,-113.159,33.752,184.753
0.450,1.202,-0.034,-123.901,20.508,163.391
0.704,1.409,0.039,-111.206,1.282,123.352
0.828,1.342,0.214,-84.839,-24.353,74.280
0.831,1.125,0.426,-49.194,-42.603,24.170
0.771,0.919,0.652,-13.672,-54.993,-19.775
0.646,0.608,0.868,16.174,-54.810,-54.443
0.548,0.279,0.993,32.471,-47.852,-75.317
0.514,0.009,1.065,45.471,-31.189,-82.214
0.537,-0.160,1.042,43.762,-13.916,-76.721
0.573,-0.246,0.929,30.945,5.798,-66.833
0.585,-0.301,0.797,17.334,16.968,-56.335
0.636,-0.307,0.688,3.662,23.437,-44.067
0.697,-0.280,0.620,-6.775,22.766,-30.884
0.723,-0.236,0.598,-12.207,14.832,-17.578
0.715,-0.190,0.618,-15.015,4.944,-3.845
0.673,-0.174,0.646,-21.851,-2.319,8.057
0.633,-0.136,0.696,-30.518,-5.493,15.076
0.629,-0.061,0.730,-41.870,-7.751,17.395
0.654,0.023,0.747,-51.758,-6.714,18.921
0.673,0.120,0.763,-58.167,-6.714,20.264
0.678,0.213,0.779,-57.983,-6.531,21.484
0.667,0.283,0.789,-51.697,-5.127,21.606
0.677,0.312,0.803,-44.006,-5.188,18.066
0.694,0.318,0.811,-34.912,-1.831,11.719
0.693,0.347,0.803,-26.062,-2.380,5.005
0.692,0.357,0.773,-14.648,-0.671,-1.282
0.715,0.335,0.748,-2.625,-0.183,-5.798
0.719,0.295,0.742,5.127,-3.662,-10.620
0.705,0.219,0.761,11.353,-3.601,-15.930
0.705,0.154,0.763,10.803,-5.859,-20.996
0.706,0.104,0.757,9.827,-4.639,-25.757
0.708,0.061,0.765,6.042,-7.385,-29.663
0.699,0.048,0.777,4.700,-9.155,-32.349
0.669,0.038,0.799,7.324,-10.925,-31.555
0.642,0.022,0.815,9.888,-12.878,-28.687
0.633,0.001,0.813,15.015,-10.376,-24.048
0.627,-0.039,0.805,16.785,-10.193,-18.738
0.638,-0.074,0.801,12.695,-8.301,-12.512
0.639,-0.059,0.792,5.493,-3.113,-6.531
0.646,-0.020,0.776,-1.282,1.099,-0.610
0.662,0.011,0.767,-6.592,1.709,3.357
0.664,0.037,0.768,-9.216,0.427,5.249
0.648,0.067,0.768,-9.583,-1.038,5.920
0.638,0.096,0.754,-7.324,0.122,4.822
0.638,0.102,0.734,-1.831,2.258,3.052
0.650,0.099,0.712,0.671,1.648,1.099
0.667,0.103,0.675,2.197,2.808,-0.793
0.689,0.093,0.662,1.221,2.808,-2.930

-0.043,-0.273,0.890,4.395,0.916,-0.488
-0.057,-0.235,0.912,-1.343,2.869,2.747
-0.052,-0.189,0.933,-4.883,5.737,3.906
-0.038,-0.150,0.953,-7.568,7.568,4.395
-0.021,-0.120,0.968,-9.949,8.484,5.432
0.003,-0.078,0.985,-12.024,8.911,5.981
0.028,-0.032,1.002,-12.451,7.507,5.615
0.042,0.002,1.026,-10.803,5.920,4.211
0.056,0.027,1.039,-8.240,3.784,1.465
0.060,0.028,1.044,-3.906,1.526,-2.136
0.045,0.008,1.044,1.526,-0.854,-5.249
0.041,-0.019,1.030,5.798,-2.197,-7.263
0.045,-0.055,1.023,9.338,-3.662,-8.545
0.053,-0.092,1.022,10.925,-5.615,-7.874
0.067,-0.108,1.036,9.888,-7.812,-6.226
0.081,-0.099,1.057,7.935,-10.681,-3.784
0.092,-0.081,1.069,5.554,-13.428,-1.282
0.097,-0.063,1.067,3.662,-15.625,0.916
0.092,-0.046,1.064,3.723,-18.188,2.136
0.076,-0.029,1.062,4.761,-21.362,2.686
0.058,-0.017,1.051,6.897,-23.987,2.502
0.037,-0.026,1.050,9.583,-26.184,1.770
0.036,-0.051,1.078,12.817,-29.602,2.319
0.043,-0.078,1.124,12.939,-34.058,5.676
0.023,-0.094,1.163,6.958,-37.292,10.681
0.007,-0.131,1.188,-5.432,-39.673,14.771
0.013,-0.176,1.237,-20.264,-41.138,19.287
-0.002,-0.180,1.342,-37.476,-41.382,26.611
-0.041,-0.145,1.385,-59.204,-35.156,33.813
-0.028,0.041,1.422,-94.055,-22.766,38.269
-0.008,0.279,1.489,-129.761,-8.789,36.804
0.044,0.485,1.581,-151.245,2.258,34.180
0.116,0.697,1.636,-164.551,12.512,33.630
0.167,0.947,1.688,-167.847,19.409,34.851
0.183,1.200,1.762,-158.508,25.574,34.241
0.188,1.425,1.833,-142.578,34.424,26.245
0.204,1.597,1.889,-126.099,47.180,13.428
0.212,1.707,1.932,-115.051,62.622,-2.136
0.193,1.859,1.946,-112.305,79.834,-19.348
0.164,2.089,1.913,-112.183,100.891,-36.682
0.129,2.234,1.790,-115.051,124.756,-56.885
0.146,2.259,1.648,-121.094,144.836,-84.961
0.194,2.255,1.503,-127.075,159.119,-116.089
0.156,2.386,1.349,-131.226,167.114,-140.686
-0.005,2.502,1.185,-133.240,173.462,-158.020
-0.124,2.527,1.005,-137.634,185.425,-175.598
-0.124,2.414,0.837,-148.193,192.444,-203.979
-0.174,2.233,0.697,-167.358,184.265,-246.277
-0.220,2.015,0.615,-192.078,164.917,-294.312
-0.324,1.793,0.675,-213.867,130.554,-351.074
-0.613,1.514,0.968,-220.276,81.360,-414.734
-1.173,1.193,1.351,-200.623,29.541,-471.619
-2.197,0.637,2.084,-160.889,-3.906,-508.850
-2.689,0.298,1.739,-122.070,17.090,-521.179
-2.796,-0.354,1.901,-69.031,26.001,-523.682
-2.666,-1.389,2.116,-26.733,9.338,-527.100
-2.567,-2.339,2.289,-39.001,7.446,-501.282
-2.439,-2.647,2.205,-75.928,18.982,-456.543
-2.191,-2.469,1.888,-97.351,52.612,-406.555
-1.806,-2.307,1.442,-82.947,99.304,-356.079
-1.270,-2.334,0.909,-37.109,146.118,-311.584
-0.614,-2.443,0.461,24.292,175.842,-281.921
-0.074,-2.506,0.230,86.426,171.692,-251.831
0.175,-2.386,0.094,133.972,148.987,-199.524
0.180,-2.072,-0.067,158.142,124.695,-117.737
0.154,-1.724,-0.187,140.381,99.243,-25.452
0.182,-1.338,-0.255,75.195,76.172,56.152
0.211,-0.785,-0.296,-12.268,56.152,115.784
0.272,-0.146,-0.297,-85.205,31.250,150.269
0.394,0.411,-0.194,-123.474,4.150,157.898
0.528,0.808,-0.026,-125.977,-18.433,145.203
0.599,1.010,0.166,-102.722,-40.771,116.150
0.617,1.007,0.379,-62.500,-58.228,71.167
0.568,0.846,0.618,-12.085,-64.087,20.874
0.506,0.626,0.825,27.100,-59.143,-21.118
0.507,0.426,0.909,50.537,-37.964,-51.025
0.582,0.209,0.880,60.608,-17.944,-71.838
0.663,-0.009,0.812,64.331,-2.319,-84.473
0.695,-0.180,0.729,61.279,9.583,-87.524
0.689,-0.276,0.615,49.194,14.221,-81.726
0.685,-0.298,0.504,37.476,14.221,-71.594
0.726,-0.285,0.430,29.907,10.437,-58.228
0.758,-0.299,0.389,22.217,2.930,-45.227
0.775,-0.310,0.420,13.916,-7.019,-33.325
0.747,-0.282,0.472,1.404,-17.456,-20.752
0.702,-0.244,0.538,-13.245,-27.344,-10.559
0.681,-0.189,0.620,-22.705,-32.898,-4.578
0.689,-0.138,0.688,-29.785,-33.447,0.549
0.686,-0.065,0.737,-32.288,-30.151,6.348
0.695,0.018,0.761,-32.227,-25.940,13.123
0.713,0.084,0.763,-33.386,-20.874,16.907
0.699,0.159,0.763,-32.166,-19.470,16.418
0.708,0.188,0.751,-26.428,-14.465,12.207
0.735,0.195,0.732,-20.752,-10.925,5.188
0.753,0.213,0.715,-14.771,-11.047,-2.808
0.755,0.213,0.691,-7.996,-11.841,-10.254
0.743,0.188,0.671,0.183,-10.986,-17.395
0.735,0.146,0.672,9.155,-11.780,-23.376
0.724,0.056,0.690,14.282,-13.367,-27.954
0.691,-0.047,0.719,15.320,-14.709,-30.090
0.655,-0.124,0.741,12.207,-15.381,-29.968
0.644,-0.171,0.743,7.751,-12.146,-27.405
0.648,-0.186,0.733,4.700,-8.545,-22.278
0.658,-0.187,0.709,-0.671,-8.911,-16.296
0.681,-0.183,0.682,-5.005,-6.775,-11.230
0.712,-0.150,0.668,-6.714,-5.127,-7.751
0.742,-0.124,0.672,-7.568,-7.446,-4.944
0.736,-0.115,0.706,-8.423,-12.695,-1.038
0.712,-0.096,0.743,-9.277,-15.137,3.296
0.699,-0.079,0.764,-9.277,-12.878,6.958
0.682,-0.054,0.792,-11.353,-12.878,9.705
0.676,-0.024,0.803,-13.184,-9.521,10.864
0.686,-0.006,0.795,-12.085,-4.700,10.986
0.696,0.013,0.789,-10.437,-3.418,9.766
0.704,0.038,0.772,-9.033,-2.502,7.446
0.713,0.050,0.749,-5.615,0.305,4.333
0.731,0.047,0.711,-0.122,3.662,0.610
0.751,0.025,0.684,3.296,1.587,-3.479
0.739,0.010,0.689,6.042,0.488,-7.385

0.113,-0.147,1.058,9.399,21.118,-3.662
0.005,-0.169,1.099,11.353,2.808,-0.244
-0.038,-0.178,1.094,8.850,-3.052,-3.540
-0.060,-0.204,1.064,7.874,-4.517,-5.859
-0.068,-0.215,1.003,5.615,-3.662,-4.456
-0.069,-0.207,0.944,5.432,-0.122,-2.197
-0.072,-0.199,0.924,4.395,-0.732,-1.282
-0.082,-0.204,0.924,3.845,1.709,-1.526
-0.093,-0.204,0.939,2.686,2.869,-1.099
-0.089,-0.199,0.954,1.892,5.005,-0.305
-0.075,-0.196,0.961,0.000,8.057,0.244
-0.060,-0.191,0.970,-2.808,7.812,0.916
-0.043,-0.186,0.985,-4.578,8.484,1.160
-0.036,-0.178,1.001,-6.714,6.836,1.404
-0.029,-0.170,1.016,-7.996,4.578,1.587
-0.021,-0.158,1.028,-9.338,2.136,0.977
-0.019,-0.146,1.033,-8.423,1.343,0.732
-0.018,-0.144,1.039,-9.521,-3.113,0.610
-0.025,-0.149,1.044,-7.935,-3.723,0.122
-0.031,-0.150,1.038,-6.714,-6.592,0.122
-0.032,-0.159,1.031,-5.371,-7.446,0.122
-0.024,-0.178,1.032,-5.554,-9.521,0.549
-0.015,-0.197,1.036,-6.409,-10.864,2.197
-0.001,-0.201,1.059,-10.925,-15.564,4.761
0.012,-0.171,1.093,-14.648,-17.578,8.606
0.018,-0.123,1.124,-20.935,-23.437,12.512
0.024,-0.087,1.144,-23.682,-25.208,14.832
0.037,-0.063,1.156,-25.696,-30.457,17.578
0.049,-0.037,1.182,-27.649,-35.583,20.081
0.058,-0.019,1.231,-31.494,-42.114,22.522
0.060,-0.007,1.305,-38.757,-47.974,24.536
0.049,0.016,1.396,-52.551,-54.199,26.611
-0.016,0.010,1.534,-70.801,-55.786,30.640
-0.103,0.035,1.710,-96.497,-48.645,37.537
-0.131,0.249,1.873,-129.395,-24.292,41.077
-0.136,0.535,2.034,-172.119,4.883,33.630
-0.101,0.809,2.162,-208.496,35.583,25.574
0.013,1.128,2.208,-233.276,66.101,18.860
0.127,1.484,2.218,-241.638,91.431,9.583
0.151,1.827,2.188,-232.422,110.107,-1.221
0.116,2.121,2.122,-203.430,132.263,-15.137
0.094,2.356,2.037,-160.156,157.043,-34.546
0.005,2.529,1.903,-112.427,185.181,-57.190
-0.094,2.741,1.721,-67.078,217.957,-79.651
-0.171,2.813,1.496,-25.208,260.010,-97.107
-0.189,2.693,1.144,-7.568,305.847,-115.540
-0.122,2.493,0.782,-14.709,340.576,-141.113
0.021,2.249,0.478,-46.631,356.628,-175.049
0.228,1.969,0.215,-106.018,344.482,-217.041
0.436,1.709,0.039,-172.668,308.167,-268.188
0.416,1.553,0.061,-228.210,238.098,-326.355
0.082,1.450,0.324,-257.202,156.555,-385.498
-0.611,1.332,0.833,-254.944,80.627,-441.467
-1.945,0.905,1.945,-239.136,43.823,-487.610
-2.073,0.870,1.428,-229.309,84.351,-517.456
-2.400,0.629,1.395,-125.244,43.762,-549.316
-2.714,-0.182,1.486,-34.668,1.831,-564.819
-2.847,-1.266,1.716,10.803,-15.625,-551.086
-2.775,-2.240,1.803,5.310,-20.142,-516.113
-2.494,-2.815,1.899,-23.010,-23.987,-479.248
-2.125,-2.796,1.892,-35.645,-9.888,-429.626
-2.002,-2.636,1.601,-22.217,31.372,-367.737
-1.746,-2.646,1.004,20.325,90.088,-305.969
-1.145,-2.672,0.403,71.533,141.479,-247.009
-0.378,-2.542,-0.024,92.468,162.903,-182.983
0.205,-2.151,-0.266,75.073,148.010,-100.098
0.484,-1.635,-0.381,29.419,109.497,-6.592
0.532,-1.110,-0.322,-26.489,59.937,77.087
0.413,-0.530,-0.110,-75.867,13.611,138.184
0.298,0.047,0.121,-109.558,-17.273,171.753
0.302,0.515,0.334,-124.756,-33.691,176.819
0.377,0.844,0.476,-120.056,-42.725,157.349
0.493,1.000,0.564,-101.990,-43.152,117.920
0.566,0.993,0.661,-73.547,-39.124,67.383
0.643,0.890,0.761,-41.077,-34.851,17.822
0.718,0.685,0.852,-12.512,-30.090,-26.123
0.745,0.464,0.893,15.503,-24.048,-60.791
0.707,0.177,0.904,42.419,-18.921,-84.229
0.633,-0.111,0.896,59.021,-16.724,-96.375
0.582,-0.368,0.867,67.261,-9.399,-96.863
0.569,-0.580,0.802,61.584,-0.854,-85.632
0.578,-0.682,0.712,40.405,7.080,-65.430
0.627,-0.629,0.578,13.916,13.062,-40.344
0.714,-0.540,0.500,-12.573,10.742,-18.982
0.741,-0.443,0.507,-30.273,2.991,-0.488
0.706,-0.354,0.561,-40.039,-9.399,13.184
0.668,-0.280,0.629,-42.175,-17.090,20.020
0.639,-0.215,0.701,-44.678,-23.987,22.095
0.621,-0.172,0.773,-43.701,-23.254,21.790
0.604,-0.135,0.841,-41.687,-21.667,21.973
0.571,-0.054,0.850,-37.720,-15.442,22.217
0.587,0.028,0.797,-31.799,-7.263,24.414
0.647,0.082,0.740,-29.419,-2.502,25.024
0.710,0.102,0.690,-26.550,1.343,22.766
0.771,0.111,0.672,-27.222,-1.709,16.968
0.794,0.119,0.696,-24.414,-5.249,9.827
0.776,0.117,0.716,-19.470,-10.437,2.563
0.741,0.126,0.746,-12.573,-15.564,-4.089
0.701,0.122,0.792,-4.517,-17.334,-9.705
0.670,0.097,0.810,4.272,-15.442,-14.221
0.660,0.073,0.802,9.888,-15.015,-20.630
0.659,-0.007,0.802,16.907,-11.841,-26.917
0.649,-0.093,0.804,19.226,-10.498,-29.785
0.662,-0.170,0.809,20.447,-6.470,-29.358
0.664,-0.214,0.792,16.418,-5.981,-25.696
0.662,-0.219,0.766,10.620,-4.333,-20.996
0.666,-0.222,0.745,7.141,-3.113,-15.869
0.653,-0.219,0.736,2.991,-6.409,-11.719
0.637,-0.203,0.742,0.305,-7.812,-8.118
0.635,-0.194,0.758,0.427,-7.141,-3.357
0.612,-0.179,0.778,-1.587,-7.935,2.441
0.597,-0.141,0.775,-5.859,-7.751,6.653
0.630,-0.115,0.750,-6.653,-2.136,8.118
0.648,-0.067,0.734,-7.141,-1.770,7.812
0.655,-0.023,0.718,-6.470,-1.282,6.897
0.656,-0.006,0.702,-3.052,-1.038,5.066
0.652,-0.010,0.692,-0.366,-3.418,1.709
0.651,-0.016,0.690,3.601,-3.418,-1.160
0.652,-0.036,0.691,2.869,-6.531,-3.357

-0.320,-0.015,1.764,36.438,1.648,1.709
-0.228,0.000,1.450,24.536,40.283,-5.737
0.084,-0.175,1.249,15.747,46.387,-25.024
0.269,-0.229,1.115,14.587,41.260,-22.888
0.219,-0.185,1.044,10.925,24.719,-9.216
0.086,-0.166,1.104,8.240,6.836,-3.296
0.024,-0.176,1.167,5.859,-4.150,-3.479
0.018,-0.158,1.148,-0.610,-8.423,-4.150
0.020,-0.116,1.069,-3.235,-4.578,-3.113
0.012,-0.091,0.997,-1.770,-2.930,-2.075
0.001,-0.092,0.956,-0.061,-4.395,-3.662
-0.023,-0.119,0.946,4.272,-3.601,-5.493
-0.040,-0.138,0.942,6.409,-3.601,-6.042
-0.047,-0.155,0.948,7.263,-1.953,-5.920
-0.043,-0.174,0.946,7.751,1.709,-4.822
-0.044,-0.186,0.961,6.287,2.136,-3.540
-0.044,-0.194,0.978,5.676,5.493,-2.502
-0.038,-0.200,0.990,2.075,5.005,-1.282
-0.022,-0.187,0.992,-0.977,6.775,-0.610
-0.002,-0.165,1.000,-1.953,7.507,0.916
0.008,-0.138,1.008,-2.991,6.226,0.671
0.016,-0.111,1.016,-0.977,4.944,0.427
0.025,-0.103,1.038,0.305,0.305,-0.488
0.028,-0.112,1.067,4.333,-1.465,-1.465
0.030,-0.124,1.090,6.592,-5.920,-0.366
0.043,-0.138,1.111,4.639,-11.475,0.854
0.068,-0.144,1.130,2.808,-14.282,3.601
0.081,-0.131,1.145,-2.930,-22.156,7.812
0.086,-0.115,1.166,-9.399,-28.748,10.864
0.080,-0.110,1.220,-14.465,-35.767,14.526
0.042,-0.103,1.298,-20.569,-43.335,19.104
-0.002,-0.087,1.376,-26.917,-48.218,25.085
-0.048,-0.089,1.518,-35.400,-48.279,30.762
-0.091,-0.064,1.686,-48.706,-45.471,36.072
-0.113,-0.078,1.791,-74.219,-31.616,40.833
-0.089,0.170,1.926,-117.676,-16.052,46.448
-0.041,0.561,2.138,-156.128,3.418,48.462
0.026,0.960,2.329,-189.880,22.705,48.706
0.013,1.260,2.365,-223.206,47.791,45.898
-0.004,1.616,2.399,-245.483,74.463,34.180
-0.026,2.087,2.412,-253.113,102.112,13.916
-0.039,2.557,2.292,-242.126,137.451,-11.536
0.047,2.900,2.125,-205.688,169.250,-45.227
0.136,3.016,1.928,-148.865,192.200,-87.158
0.193,2.903,1.709,-84.778,206.116,-127.563
0.258,2.582,1.522,-31.128,213.745,-162.903
0.281,2.208,1.348,-3.052,215.515,-199.707
0.201,1.905,1.201,2.991,214.111,-236.267
-0.002,1.691,1.092,-9.827,215.271,-264.587
-0.193,1.528,1.007,-37.964,221.741,-285.278
-0.313,1.365,0.888,-71.899,235.107,-306.702
-0.434,1.237,0.766,-106.201,241.943,-334.656
-0.570,1.084,0.701,-132.141,240.723,-368.042
-0.750,0.775,0.654,-151.306,226.013,-407.715
-1.057,0.223,0.706,-168.213,192.139,-448.914
-1.584,-0.220,0.907,-187.683,151.428,-470.398
-2.333,-0.562,1.384,-193.359,128.540,-462.097
-2.339,-0.776,1.187,-180.176,128.418,-432.312
-2.274,-1.226,1.414,-145.325,78.735,-396.790
-2.019,-1.564,1.606,-113.892,40.649,-356.201
-1.886,-1.885,1.590,-116.760,24.353,-319.946
-1.788,-2.076,1.528,-126.709,21.606,-302.368
-1.568,-1.937,1.338,-114.258,38.818,-301.453
-1.134,-1.993,1.017,-65.247,71.594,-305.725
-0.586,-2.268,0.714,8.301,106.812,-299.927
-0.211,-2.471,0.467,91.553,121.033,-275.818
-0.097,-2.489,0.277,163.086,112.366,-223.389
-0.026,-2.304,0.098,193.604,99.670,-134.033
0.142,-2.088,-0.079,151.367,85.754,-31.860
0.256,-1.641,-0.158,54.993,66.223,58.167
0.173,-0.917,-0.224,-48.035,42.664,130.432
0.050,-0.109,-0.236,-120.117,18.494,176.758
0.085,0.586,-0.184,-150.269,1.953,189.331
0.350,1.111,-0.100,-149.231,-9.949,174.377
0.668,1.351,0.030,-128.601,-23.743,133.423
0.805,1.307,0.244,-87.219,-43.396,75.378
0.788,1.077,0.535,-36.011,-63.660,14.404
0.684,0.795,0.826,9.949,-69.580,-32.837
0.564,0.416,1.002,44.006,-58.960,-64.453
0.501,0.012,1.063,62.500,-39.246,-81.482
0.489,-0.260,0.991,62.317,-15.137,-84.839
0.520,-0.441,0.844,51.514,6.531,-79.407
0.611,-0.539,0.673,32.471,23.132,-67.261
0.745,-0.541,0.512,12.207,29.358,-50.964
0.842,-0.486,0.443,-1.526,23.071,-32.776
0.849,-0.401,0.441,-8.484,9.644,-15.076
0.824,-0.310,0.498,-10.742,-4.089,-2.441
0.747,-0.238,0.584,-11.719,-14.709,7.751
0.693,-0.221,0.658,-16.296,-20.264,11.719
0.699,-0.199,0.725,-19.714,-20.630,8.118
0.689,-0.164,0.768,-20.020,-18.433,4.333
0.663,-0.148,0.798,-19.714,-14.648,4.211
0.668,-0.129,0.787,-18.066,-8.301,6.165
0.693,-0.098,0.748,-15.686,-0.610,9.460
0.733,-0.061,0.695,-15.320,4.761,11.902
0.776,-0.009,0.644,-15.686,6.226,12.329
0.794,0.039,0.610,-13.245,5.859,11.414
0.797,0.050,0.599,-10.620,1.831,9.949
0.784,0.064,0.616,-8.972,-3.784,7.324
0.773,0.085,0.656,-5.920,-8.301,3.784
0.761,0.082,0.677,-3.662,-11.047,-1.099
0.751,0.067,0.694,-0.366,-12.207,-7.202
0.738,0.039,0.719,4.517,-13.428,-13.977
0.711,-0.010,0.754,9.460,-14.587,-19.470
0.678,-0.073,0.766,12.634,-13.672,-21.362
0.649,-0.133,0.749,11.902,-10.864,-20.996
0.650,-0.164,0.719,9.094,-6.958,-19.592
0.680,-0.181,0.690,7.202,-4.150,-18.188
0.707,-0.201,0.666,6.592,-1.892,-15.381
0.721,-0.209,0.652,6.042,-3.296,-10.498
0.724,-0.202,0.647,5.188,-6.714,-4.883
0.735,-0.203,0.657,2.197,-11.047,0.671
0.743,-0.187,0.683,-2.319,-14.709,5.127
0.723,-0.172,0.723,-6.775,-16.602,9.033
0.699,-0.146,0.762,-10.803,-13.489,13.062
0.683,-0.112,0.798,-13.550,-11.475,17.456
0.658,-0.082,0.818,-17.029,-9.460,20.264
0.654,-0.032,0.797,-19.836,-3.113,19.775
0.682,0.023,0.749,-17.578,4.272,16.541

-0.043,-0.376,0.992,7.202,6.226,-5.493
-0.028,-0.328,0.960,-1.709,7.751,-1.343
-0.024,-0.272,0.947,-7.446,9.216,2.136
-0.035,-0.222,0.949,-10.071,9.399,4.272
-0.034,-0.180,0.952,-11.597,10.803,4.944
-0.025,-0.148,0.954,-11.658,11.780,5.432
-0.004,-0.122,0.955,-10.986,13.123,5.249
0.017,-0.105,0.963,-9.338,12.329,3.967
0.027,-0.098,0.979,-6.592,10.193,2.075
0.034,-0.098,0.998,-2.380,9.094,0.488
0.043,-0.108,1.010,-0.671,4.517,-1.404
0.055,-0.125,1.012,2.258,4.028,-2.808
0.059,-0.158,1.024,2.686,0.305,-3.296
0.054,-0.173,1.045,2.258,-2.502,-3.601
0.040,-0.184,1.053,3.052,-2.197,-2.441
0.036,-0.198,1.056,0.671,-5.493,-0.977
0.042,-0.206,1.058,-0.061,-4.883,0.122
0.040,-0.202,1.066,-1.587,-7.446,1.770
0.034,-0.179,1.054,-2.502,-8.240,3.418
0.040,-0.153,1.032,-2.563,-9.644,4.272
0.046,-0.139,1.020,0.000,-10.315,3.662
