aX,aY,aZ,gX,gY,gZ
1.000,0.046,0.223,37.231,-16.724,-15.930
0.996,0.019,0.235,36.804,-18.494,-15.564
0.979,-0.001,0.261,36.011,-19.409,-14.526
0.965,-0.019,0.287,34.180,-18.738,-13.245
0.952,-0.034,0.302,31.677,-15.869,-12.207
0.948,-0.054,0.303,28.748,-12.268,-10.986
0.957,-0.068,0.284,25.085,-8.789,-9.277
0.969,-0.077,0.268,20.386,-7.385,-7.324
0.981,-0.074,0.263,14.709,-7.629,-5.493
0.984,-0.063,0.256,9.460,-8.179,-3.357
0.986,-0.054,0.246,5.310,-8.728,-0.488
0.984,-0.033,0.238,2.075,-9.827,2.319
0.980,-0.012,0.225,-0.122,-10.559,4.822
0.974,0.008,0.215,-0.671,-11.780,6.836
0.980,0.021,0.206,0.183,-13.611,8.179
0.978,0.035,0.220,0.671,-16.113,8.911
0.961,0.051,0.254,0.793,-17.761,9.155
0.943,0.066,0.271,1.221,-17.090,8.850
0.938,0.073,0.269,2.991,-16.235,8.667
0.933,0.085,0.278,4.578,-15.869,8.850

-0.459,0.398,0.785,4.883,-18.311,21.484
-0.469,0.394,0.794,3.784,-19.165,19.897
-0.484,0.415,0.811,2.441,-19.043,18.982
-0.500,0.441,0.825,1.709,-18.250,18.372
-0.509,0.455,0.826,2.014,-16.663,16.846
-0.509,0.452,0.820,2.808,-15.564,15.137
-0.505,0.438,0.806,4.089,-14.099,13.855
-0.502,0.431,0.792,4.822,-13.428,13.306
-0.501,0.427,0.785,5.798,-13.611,13.245
-0.503,0.421,0.788,6.287,-14.832,12.817
-0.508,0.420,0.799,7.263,-14.099,12.512
-0.516,0.415,0.812,6.042,-13.794,10.803
-0.515,0.403,0.807,5.127,-12.024,9.338
-0.512,0.395,0.803,4.517,-10.742,8.179
-0.511,0.390,0.805,4.089,-9.644,7.507
-0.511,0.383,0.804,3.479,-8.606,6.775
-0.508,0.380,0.796,2.502,-7.935,6.531
-0.511,0.385,0.796,2.136,-7.202,6.470
-0.516,0.394,0.810,2.625,-7.324,6.592
-0.526,0.406,0.827,2.747,-5.432,5.981
-0.530,0.404,0.829,3.357,-2.930,4.944
-0.528,0.394,0.826,4.089,-0.488,4.028
-0.522,0.384,0.821,3.418,1.892,2.930
-0.517,0.377,0.807,3.235,3.296,2.563
-0.515,0.378,0.795,2.869,4.333,2.380
-0.520,0.392,0.787,1.892,4.089,2.625
-0.535,0.421,0.791,2.319,4.272,3.479
-0.552,0.463,0.808,3.296,4.150,4.333
-0.568,0.498,0.820,4.578,4.578,4.333
-0.586,0.510,0.841,6.348,6.409,3.052
-0.601,0.521,0.873,6.836,7.812,0.793
-0.618,0.523,0.888,7.324,10.620,-1.221
-0.645,0.521,0.904,11.047,15.015,-1.953
-0.678,0.530,0.937,14.648,15.991,-1.648
-0.726,0.561,0.993,20.996,18.555,0.916
-0.854,0.625,1.089,28.259,22.522,5.920
-0.985,0.743,1.212,39.368,28.381,14.221
-1.140,0.908,1.402,56.946,35.828,23.865
-1.334,0.982,1.638,76.965,46.448,31.555
-1.586,1.243,1.923,88.928,61.890,29.907
-1.882,1.370,2.222,102.539,85.266,29.663
-2.136,1.517,2.531,112.366,109.741,22.705
-2.370,1.579,2.797,115.601,146.729,6.409
-2.523,1.485,2.879,112.427,200.745,-18.494
-2.597,1.324,2.832,100.098,261.780,-49.805
-2.628,1.168,2.718,87.036,326.233,-80.200
-2.654,0.930,2.484,69.214,388.855,-110.657
-2.622,0.713,2.259,49.377,445.984,-140.686
-2.609,0.440,2.015,31.372,500.366,-172.302
-2.519,0.132,1.630,16.846,550.781,-200.745
-2.403,-0.088,1.226,14.282,592.285,-213.745
-2.331,-0.213,0.827,25.452,626.587,-214.722
-2.271,-0.241,0.494,43.762,651.489,-209.534
-2.237,-0.269,0.144,61.829,669.922,-207.764
-2.209,-0.450,-0.234,77.454,677.795,-211.304
-2.033,-0.749,-0.590,87.036,669.067,-214.050
-1.769,-1.044,-0.895,80.139,647.095,-211.548
-1.401,-1.291,-1.214,58.289,619.385,-201.599
-1.029,-1.524,-1.471,30.884,584.351,-182.129
-0.608,-1.621,-1.663,-3.601,536.316,-152.710
-0.233,-1.532,-1.814,-32.654,482.178,-114.258
0.062,-1.315,-1.906,-52.856,424.255,-72.754
0.263,-1.105,-1.926,-70.618,365.784,-39.185
0.431,-0.903,-1.901,-91.003,309.448,-19.897
0.533,-0.742,-1.856,-104.858,260.254,-6.042
0.608,-0.605,-1.804,-109.375,219.055,5.615
0.661,-0.476,-1.752,-109.314,181.458,13.611
0.704,-0.314,-1.700,-106.567,146.912,19.653
0.751,-0.185,-1.650,-96.924,116.394,25.879
0.802,-0.076,-1.609,-82.520,88.867,27.039
0.853,-0.010,-1.567,-63.660,63.293,24.536
0.887,0.016,-1.478,-41.382,38.391,19.409
0.889,0.024,-1.336,-21.790,16.357,12.329
0.854,0.017,-1.179,-6.042,0.366,4.456
0.833,-0.016,-1.031,8.789,-8.972,-2.991
0.834,-0.065,-0.922,20.142,-14.465,-8.911
0.870,-0.116,-0.832,27.954,-19.775,-13.550
0.924,-0.177,-0.736,33.203,-26.733,-13.733
0.970,-0.211,-0.639,32.166,-35.339,-12.573
0.985,-0.237,-0.533,27.649,-43.518,-10.620
1.003,-0.230,-0.396,21.667,-49.622,-8.362
0.996,-0.222,-0.279,17.395,-53.955,-4.089
0.986,-0.195,-0.168,12.573,-56.580,0.793
0.976,-0.168,-0.070,9.338,-56.824,5.249
0.973,-0.150,0.015,6.226,-55.420,8.362
0.976,-0.134,0.082,2.808,-52.063,9.521
0.979,-0.113,0.113,1.282,-48.340,11.597
0.989,-0.091,0.161,3.113,-44.312,14.709
1.003,-0.093,0.206,3.723,-42.725,17.456
0.999,-0.065,0.208,-3.174,-43.396,19.409
0.997,-0.035,0.206,-6.714,-43.091,20.569
0.994,-0.014,0.234,-6.165,-42.664,21.301
0.983,0.000,0.251,-6.348,-40.771,21.790
0.974,0.022,0.244,-6.714,-37.048,21.484
0.973,0.047,0.233,-5.066,-33.508,20.813
0.972,0.128,0.242,-2.197,-30.579,18.921
0.935,0.040,0.216,5.249,-28.137,26.611
0.937,0.101,0.236,9.277,-25.330,19.470
0.920,0.103,0.204,6.653,-20.569,11.658
0.927,0.090,0.165,12.878,-16.357,10.681
0.943,0.074,0.131,15.320,-13.428,5.859
0.959,0.049,0.087,15.930,-11.719,2.319
0.986,0.017,0.047,17.578,-11.841,0.671
1.003,-0.016,0.027,17.944,-13.611,-0.549
1.009,-0.042,0.038,15.991,-17.151,-1.038
0.999,-0.057,0.065,13.489,-20.508,-0.488
0.978,-0.067,0.098,11.597,-22.400,0.916
0.964,-0.073,0.123,8.911,-23.315,1.953
0.960,-0.087,0.128,6.287,-22.644,2.808
0.981,-0.118,0.115,3.052,-21.973,4.089
1.000,-0.159,0.091,-3.357,-21.484,5.188
1.021,-0.184,0.071,-10.193,-22.949,7.629
1.033,-0.198,0.066,-16.663,-26.062,11.108
1.027,-0.187,0.078,-23.682,-29.846,15.076
1.012,-0.159,0.107,-28.320,-33.569,19.348
1.001,-0.119,0.131,-31.738,-36.316,22.583
0.990,-0.064,0.156,-32.410,-38.086,25.574
0.963,-0.003,0.190,-30.273,-38.452,27.344
0.946,0.049,0.216,-25.635,-37.231,27.588

-0.499,0.417,0.747,2.808,-0.244,6.165
-0.498,0.411,0.748,4.211,0.977,6.165
-0.500,0.406,0.747,2.441,-1.160,5.554
-0.500,0.407,0.753,2.380,-1.892,5.310
-0.503,0.405,0.756,1.892,-0.061,4.517
-0.505,0.402,0.754,-0.610,-2.014,4.211
-0.504,0.404,0.753,-0.305,-2.380,4.395
-0.503,0.409,0.750,0.549,-0.061,4.272
-0.500,0.417,0.748,1.648,-0.488,4.883
-0.503,0.426,0.746,2.502,0.488,5.310
-0.504,0.426,0.746,2.747,-1.709,5.493
-0.510,0.423,0.758,3.784,-0.610,5.249
-0.516,0.420,0.763,3.296,0.488,4.578
-0.516,0.415,0.761,1.404,-0.916,4.150
-0.514,0.412,0.759,1.587,-1.038,4.028
-0.511,0.408,0.758,2.563,1.526,3.662
-0.508,0.404,0.754,1.221,1.221,3.113
-0.503,0.401,0.751,1.160,-0.122,3.235
-0.498,0.397,0.749,2.808,1.648,3.601
-0.496,0.392,0.745,3.296,3.174,3.784
-0.494,0.399,0.742,2.136,2.136,3.540
-0.492,0.406,0.737,1.099,0.244,3.662
-0.490,0.409,0.732,1.160,-1.160,3.784
-0.490,0.411,0.732,2.319,0.366,3.784
-0.491,0.410,0.732,2.625,1.343,3.418
-0.493,0.409,0.734,2.014,0.671,2.930
-0.496,0.406,0.744,1.709,-1.404,2.869
-0.497,0.403,0.753,1.892,-2.380,3.174
-0.499,0.399,0.757,2.869,-0.244,3.418
-0.500,0.396,0.762,3.052,1.404,3.479
-0.505,0.394,0.767,1.831,0.000,3.662
-0.521,0.405,0.774,1.648,-0.549,4.211
-0.547,0.437,0.780,2.625,2.380,5.310
-0.575,0.495,0.792,2.930,4.272,6.226
-0.613,0.569,0.828,2.502,3.296,6.653
-0.658,0.634,0.880,2.563,3.784,5.188
-0.722,0.699,0.948,5.676,10.071,3.662
-0.863,0.771,1.045,9.888,19.958,3.113
-1.077,0.857,1.223,13.245,28.503,2.808
-1.384,1.202,1.506,17.456,39.429,4.761
-1.678,1.568,1.842,39.063,57.190,13.855
-1.947,1.880,2.252,70.801,84.778,17.761
-2.273,2.052,2.560,88.989,131.287,1.892
-2.450,1.986,2.794,97.961,188.782,-27.832
-2.575,1.851,2.880,99.976,255.737,-59.265
-2.627,1.652,2.822,103.699,325.806,-87.952
-2.555,1.508,2.619,103.271,386.353,-110.779
-2.443,1.357,2.344,103.333,438.599,-132.202
-2.406,1.103,2.191,99.670,477.417,-159.180
-2.406,0.855,2.147,81.665,503.296,-190.613
-2.427,0.585,1.985,56.580,532.410,-218.689
-2.380,0.304,1.677,39.856,562.500,-239.075
-2.243,0.071,1.289,35.645,581.665,-248.230
-2.170,-0.098,0.995,41.626,591.980,-247.803
-2.126,-0.286,0.727,52.917,597.900,-244.263
-2.054,-0.545,0.414,65.125,597.229,-237.610
-1.949,-0.820,0.075,73.181,591.614,-228.333
-1.819,-1.077,-0.251,75.378,584.106,-216.309
-1.720,-1.268,-0.521,75.867,572.571,-199.341
-1.571,-1.491,-0.778,72.876,554.077,-174.805
-1.316,-1.693,-0.975,50.415,530.518,-149.597
-1.060,-1.763,-1.202,7.324,507.446,-125.793
-0.747,-1.837,-1.473,-35.034,479.370,-96.130
-0.415,-1.756,-1.739,-79.163,437.622,-65.063
-0.073,-1.645,-1.982,-115.295,385.681,-31.555
0.295,-1.452,-2.192,-145.447,328.308,-0.732
0.632,-1.188,-2.345,-170.837,268.494,27.100
0.869,-0.888,-2.406,-182.190,208.313,48.401
0.955,-0.586,-2.368,-180.420,148.560,61.890
0.920,-0.324,-2.215,-168.701,93.201,69.763
0.795,-0.107,-1.967,-148.071,50.049,70.251
0.679,0.050,-1.715,-123.108,17.883,68.237
0.647,0.117,-1.530,-90.759,1.831,63.904
0.667,0.164,-1.411,-62.866,-5.371,49.011
0.704,0.161,-1.377,-35.889,-5.493,33.752
0.801,0.124,-1.376,-10.437,-6.470,20.813
0.904,0.065,-1.336,13.367,-11.902,12.756
0.940,0.041,-1.249,29.480,-22.095,7.874
0.945,0.023,-1.117,40.405,-34.668,4.517
0.954,0.002,-0.947,46.509,-47.791,0.854
0.966,-0.002,-0.770,49.622,-59.814,-2.197
0.979,-0.001,-0.581,47.546,-72.815,-2.625
0.963,0.026,-0.409,42.664,-82.275,-3.418
0.936,0.042,-0.234,41.870,-85.571,-4.883
0.908,0.049,-0.061,42.664,-83.862,-7.446
0.877,0.031,0.081,39.673,-79.651,-9.277
0.865,0.075,0.180,35.095,-70.801,-12.329
0.886,0.072,0.244,41.382,-58.777,-9.521
0.926,0.055,0.278,50.598,-51.147,-4.456
0.969,0.061,0.277,50.049,-46.631,-3.052
1.000,0.066,0.260,44.373,-43.213,-2.686
1.024,0.059,0.241,39.856,-43.396,0.183
1.029,0.068,0.216,33.813,-49.805,4.700
1.004,0.088,0.258,29.419,-56.091,8.118
0.953,0.094,0.319,27.344,-54.993,8.301
0.906,0.125,0.382,26.733,-47.791,4.822
0.857,0.022,0.330,32.104,-38.269,13.611
0.887,0.028,0.325,39.429,-31.067,14.832
0.892,0.064,0.314,25.513,-22.949,-1.160
0.908,0.025,0.267,26.001,-15.869,0.977
0.937,0.015,0.227,24.841,-11.047,-2.197
0.969,-0.000,0.173,21.790,-8.057,-4.272
0.998,-0.009,0.133,21.484,-7.812,-3.906
1.010,-0.022,0.108,21.301,-9.460,-4.028
1.018,-0.037,0.101,20.386,-12.329,-3.784
1.014,-0.047,0.100,18.860,-15.625,-2.930
1.003,-0.057,0.128,18.372,-19.592,-1.404
0.977,-0.054,0.203,15.564,-22.766,-0.427
0.939,-0.055,0.260,10.742,-21.606,-0.305
0.927,-0.054,0.283,5.798,-17.883,-0.610
0.937,-0.048,0.289,3.540,-14.709,-0.122
0.951,-0.037,0.282,1.343,-11.414,0.305
0.968,-0.028,0.261,-0.854,-8.667,0.671
0.984,-0.019,0.228,-1.343,-6.653,1.770
0.995,-0.004,0.194,-0.366,-5.859,3.540
1.001,0.008,0.164,1.831,-6.104,4.944
1.001,0.008,0.149,4.578,-7.690,5.798
0.994,0.007,0.151,6.409,-10.132,6.104
0.980,0.007,0.158,8.057,-11.658,6.653

-0.404,0.514,0.836,13.977,-22.461,17.517
-0.400,0.498,0.830,12.268,-23.499,16.724
-0.394,0.486,0.818,9.216,-23.926,15.747
-0.385,0.471,0.797,6.775,-24.658,14.587
-0.381,0.453,0.781,5.493,-25.513,13.855
-0.399,0.443,0.813,4.700,-25.940,13.306
-0.421,0.442,0.834,1.953,-24.780,12.146
-0.427,0.457,0.833,0.427,-20.508,11.780
-0.430,0.464,0.819,0.916,-16.968,12.451
-0.427,0.468,0.806,0.610,-15.198,12.268
-0.426,0.475,0.802,2.075,-13.428,13.306
-0.425,0.490,0.798,1.770,-14.282,13.855
-0.430,0.500,0.786,3.540,-12.756,13.794
-0.424,0.499,0.781,4.944,-14.587,13.611
-0.422,0.488,0.778,6.897,-14.221,13.184
-0.420,0.480,0.771,6.348,-16.296,12.512
-0.416,0.464,0.761,6.287,-16.785,12.146
-0.413,0.452,0.754,6.531,-18.066,12.268
-0.414,0.448,0.751,5.432,-20.569,12.634
-0.427,0.454,0.770,6.165,-21.362,13.306
-0.437,0.448,0.784,5.798,-21.179,12.573
-0.443,0.429,0.786,6.653,-19.104,12.268
-0.440,0.409,0.779,6.897,-18.555,12.329
-0.443,0.403,0.778,7.324,-17.090,12.695
-0.453,0.429,0.776,6.470,-16.357,13.733
-0.459,0.453,0.773,5.737,-17.151,14.343
-0.465,0.468,0.769,6.226,-17.090,14.160
-0.473,0.478,0.775,7.690,-16.785,14.160
-0.480,0.475,0.778,8.484,-18.066,13.733
-0.487,0.462,0.783,10.803,-17.212,13.855
-0.491,0.455,0.787,11.353,-18.005,14.038
-0.510,0.463,0.819,12.390,-16.418,15.015
-0.552,0.501,0.859,10.620,-13.184,14.282
-0.594,0.567,0.869,9.399,-7.080,14.099
-0.641,0.638,0.866,8.850,-3.235,13.367
-0.688,0.781,0.891,7.935,1.343,11.902
-0.769,0.926,0.941,12.939,4.700,13.733
-0.912,1.089,1.037,20.325,11.841,12.512
-1.084,1.307,1.192,26.062,17.395,8.911
-1.359,1.578,1.399,32.837,25.330,4.150
-1.582,1.835,1.718,40.405,42.908,-10.986
-1.901,1.954,2.041,51.208,67.078,-30.334
-2.179,1.997,2.439,67.505,98.145,-49.622
-2.380,1.911,2.754,81.543,141.052,-70.190
-2.508,1.875,3.020,91.858,196.533,-89.966
-2.614,1.742,3.092,100.525,264.954,-107.422
-2.658,1.503,2.957,95.337,341.980,-135.925
-2.621,1.215,2.720,82.336,406.799,-168.701
-2.555,0.922,2.481,70.679,457.764,-196.411
-2.490,0.636,2.282,58.472,495.911,-217.590
-2.520,0.391,2.178,49.072,526.917,-233.582
-2.512,0.079,1.936,42.969,560.486,-248.108
-2.391,-0.271,1.474,34.912,592.590,-257.202
-2.201,-0.554,0.907,28.625,612.671,-258.911
-1.995,-0.754,0.354,34.607,615.295,-248.779
-1.856,-0.851,-0.062,50.720,599.609,-227.966
-1.741,-0.993,-0.276,69.641,574.951,-208.191
-1.669,-1.210,-0.438,71.350,555.359,-196.411
-1.523,-1.408,-0.642,56.213,540.955,-186.768
-1.335,-1.557,-0.895,34.729,526.306,-168.579
-0.997,-1.730,-1.214,5.066,504.639,-143.982
-0.626,-1.732,-1.552,-35.034,472.412,-121.094
-0.312,-1.685,-1.788,-70.374,427.551,-91.492
-0.081,-1.541,-1.909,-97.900,371.521,-56.946
0.138,-1.278,-1.953,-126.831,312.805,-27.222
0.370,-1.033,-2.009,-147.827,259.277,-1.465
0.611,-0.759,-2.059,-158.325,210.571,16.846
0.765,-0.524,-2.049,-163.391,165.283,26.733
0.806,-0.326,-1.977,-160.767,126.404,30.396
0.794,-0.145,-1.871,-147.522,92.957,31.860
0.780,0.008,-1.762,-123.047,64.026,34.485
0.786,0.147,-1.678,-90.210,39.734,37.415
0.785,0.162,-1.579,-51.758,19.775,40.405
0.805,0.204,-1.451,-19.409,4.761,33.508
0.821,0.200,-1.314,6.042,-5.737,24.719
0.828,0.168,-1.193,24.048,-12.024,15.869
0.836,0.126,-1.095,32.898,-19.165,6.836
0.897,0.073,-0.964,35.522,-30.273,0.916
0.977,0.033,-0.798,31.677,-43.274,-2.136
1.007,0.043,-0.624,23.132,-55.969,-3.723
0.988,0.093,-0.449,16.174,-64.209,-5.066
0.925,0.139,-0.271,14.099,-65.979,-7.202
0.884,0.165,-0.105,13.794,-63.721,-9.705
0.864,0.175,0.015,12.085,-58.533,-12.329
0.861,0.202,0.088,9.705,-52.002,-14.709
0.890,0.196,0.126,12.939,-44.128,-16.541
0.931,0.178,0.133,19.287,-35.461,-18.921
0.991,0.133,0.153,25.513,-29.114,-19.348
1.026,0.098,0.156,25.574,-28.564,-18.005
1.039,0.081,0.145,19.348,-29.663,-17.822
1.040,0.062,0.164,18.982,-30.518,-17.029
1.049,0.144,0.253,23.743,-31.250,-16.785
0.977,-0.079,0.235,33.875,-31.555,3.357
0.966,0.035,0.304,35.645,-27.893,0.366
0.937,-0.005,0.301,24.414,-20.996,-10.193
0.940,-0.014,0.281,28.687,-15.076,-5.188
0.952,-0.009,0.242,25.757,-9.766,-8.057
0.976,-0.024,0.191,25.208,-6.104,-7.751
0.995,-0.024,0.142,24.963,-4.944,-7.263
1.009,-0.026,0.100,24.048,-5.188,-6.836
1.015,-0.031,0.077,23.743,-7.263,-6.348
1.007,-0.034,0.073,22.583,-10.254,-5.859
0.998,-0.033,0.088,21.973,-12.878,-4.761
0.985,-0.034,0.129,20.935,-14.099,-3.967
0.967,-0.035,0.157,17.761,-13.062,-3.723
0.962,-0.044,0.172,13.733,-11.169,-3.723
0.973,-0.058,0.179,8.789,-9.888,-3.357
0.988,-0.055,0.174,3.967,-8.972,-1.892
0.999,-0.036,0.165,0.732,-8.240,0.305
1.003,-0.015,0.146,-0.916,-8.667,2.197
1.007,0.001,0.130,-0.427,-9.399,3.662
1.008,0.015,0.120,0.427,-10.193,4.700
1.001,0.023,0.114,1.770,-11.475,4.883
0.989,0.030,0.121,4.211,-12.756,5.310
0.980,0.022,0.143,6.897,-13.733,5.615
0.969,0.011,0.174,7.080,-14.160,5.615
0.955,0.014,0.191,5.859,-12.451,5.432
0.952,0.021,0.192,5.615,-10.010,5.676
0.957,0.030,0.177,5.981,-7.568,5.981

-0.350,0.531,0.788,10.864,-15.991,17.639
-0.346,0.519,0.779,9.216,-16.663,18.005
-0.354,0.519,0.777,10.193,-19.043,20.874
-0.364,0.527,0.773,9.583,-21.301,22.095
-0.379,0.554,0.772,9.155,-21.790,23.682
-0.399,0.598,0.792,8.240,-24.231,25.024
-0.428,0.635,0.823,8.667,-22.888,23.743
-0.442,0.647,0.838,7.629,-20.874,20.325
-0.441,0.637,0.833,8.850,-14.648,17.090
-0.430,0.621,0.814,8.728,-12.268,14.465
-0.418,0.600,0.790,10.254,-9.155,13.367
-0.404,0.580,0.766,9.277,-9.399,12.268
-0.395,0.573,0.755,8.911,-9.583,11.780
-0.393,0.567,0.752,6.897,-11.963,10.742
-0.394,0.568,0.756,6.226,-14.465,10.315
-0.395,0.564,0.756,6.653,-13.000,9.399
-0.397,0.554,0.756,5.737,-13.611,8.301
-0.401,0.547,0.772,6.226,-14.709,7.935
-0.409,0.536,0.789,7.629,-10.986,7.141
-0.420,0.529,0.807,5.920,-9.766,5.920
-0.424,0.525,0.811,5.066,-6.470,5.188
-0.422,0.520,0.806,5.066,-1.160,4.822
-0.416,0.523,0.793,4.089,-0.916,5.066
-0.412,0.535,0.789,4.822,-0.427,5.981
-0.411,0.546,0.792,5.310,1.160,5.798
-0.410,0.551,0.792,5.249,2.319,5.005
-0.409,0.552,0.793,4.761,3.052,3.723
-0.413,0.545,0.797,4.028,1.648,2.686
-0.417,0.538,0.797,4.639,3.845,1.953
-0.428,0.555,0.810,3.479,4.456,1.709
-0.449,0.576,0.822,3.235,7.202,1.343
-0.465,0.610,0.819,3.540,9.949,1.160
-0.481,0.646,0.812,3.479,11.353,0.793
-0.504,0.690,0.820,4.639,13.733,0.488
-0.545,0.758,0.863,5.188,12.939,0.977
-0.609,0.872,0.931,9.155,13.733,2.075
-0.713,1.015,1.021,17.944,15.747,3.479
-0.874,1.163,1.197,30.396,19.043,3.845
-1.096,1.370,1.412,42.236,27.954,3.540
-1.358,1.680,1.694,52.795,43.762,3.479
-1.624,2.021,2.005,64.575,65.979,-6.409
-1.894,2.140,2.358,77.759,95.154,-21.729
-2.104,2.171,2.651,89.783,139.343,-49.988
-2.216,2.135,2.787,98.694,193.481,-78.857
-2.260,1.966,2.753,114.746,251.770,-102.234
-2.238,1.726,2.682,123.352,306.274,-128.967
-2.238,1.518,2.613,119.995,353.699,-155.640
-2.323,1.352,2.616,104.126,393.494,-183.533
-2.430,1.093,2.628,80.872,437.927,-219.604
-2.537,0.694,2.429,62.256,489.746,-256.104
-2.537,0.383,2.075,52.673,538.025,-276.428
-2.500,0.137,1.544,55.908,580.933,-284.668
-2.399,-0.093,0.928,74.829,609.863,-282.532
-2.226,-0.411,0.361,99.060,618.896,-271.423
-2.010,-0.927,-0.066,106.262,607.910,-260.620
-1.801,-1.505,-0.353,83.252,585.205,-254.517
-1.571,-2.008,-0.628,38.391,561.096,-244.629
-1.272,-2.393,-0.942,-12.573,531.860,-220.337
-0.908,-2.510,-1.304,-56.580,498.169,-176.086
-0.583,-2.315,-1.616,-91.248,458.862,-122.009
-0.326,-1.936,-1.873,-117.615,409.607,-69.458
-0.075,-1.556,-2.073,-137.573,353.638,-30.212
0.178,-1.241,-2.182,-153.809,293.335,-7.080
0.464,-0.981,-2.199,-162.659,234.924,7.324
0.728,-0.763,-2.168,-161.926,181.824,20.142
0.902,-0.500,-2.113,-149.780,135.437,32.715
0.902,-0.142,-2.003,-145.630,96.436,38.391
0.808,0.072,-1.796,-134.399,63.049,31.677
0.728,0.143,-1.557,-95.581,40.466,25.818
0.713,0.210,-1.410,-53.162,29.419,21.790
0.765,0.285,-1.315,-18.799,25.085,14.954
0.785,0.185,-1.250,14.526,23.682,12.085
0.809,0.138,-1.184,39.490,21.851,3.235
0.888,0.055,-1.121,49.866,16.296,-3.662
0.946,-0.030,-1.075,50.781,6.042,-6.042
0.951,-0.070,-1.009,40.833,-8.789,-5.920
0.963,-0.053,-0.902,28.992,-26.184,-5.005
0.971,-0.025,-0.778,19.226,-42.358,-3.967
0.956,0.048,-0.621,9.399,-56.213,-3.723
0.949,0.095,-0.439,4.272,-66.711,-4.272
0.927,0.131,-0.249,1.465,-73.669,-5.005
0.900,0.165,-0.077,1.892,-75.012,-6.165
0.884,0.185,0.043,6.714,-70.557,-7.263
0.899,0.182,0.128,15.015,-63.965,-7.935
0.933,0.179,0.199,23.193,-57.739,-7.996
0.985,0.145,0.271,25.574,-53.650,-7.019
0.989,0.145,0.304,16.541,-54.138,-5.737
0.990,0.147,0.345,10.315,-52.429,-5.859
0.984,0.165,0.390,8.728,-49.866,-5.676
1.000,0.335,0.468,11.597,-46.204,-5.676
0.911,0.066,0.433,25.635,-42.175,18.311
0.930,0.233,0.500,25.940,-35.645,2.014
0.902,0.157,0.451,19.775,-25.513,-5.859
0.904,0.159,0.414,27.466,-16.663,-5.188
0.927,0.121,0.359,29.236,-9.460,-10.132
0.954,0.088,0.286,33.325,-4.211,-10.925
0.985,0.055,0.233,34.973,-2.563,-11.780
1.001,0.031,0.203,34.790,-3.479,-12.024
1.002,0.009,0.197,34.485,-5.920,-11.780
0.986,-0.011,0.203,33.020,-8.545,-11.292
0.968,-0.025,0.234,31.555,-10.803,-9.888
0.955,-0.035,0.254,28.748,-10.376,-8.545
0.950,-0.039,0.251,24.902,-8.179,-7.446
0.966,-0.052,0.237,20.752,-5.737,-6.470
0.991,-0.067,0.233,14.832,-5.371,-5.798
1.000,-0.067,0.241,8.179,-6.104,-3.906
0.994,-0.047,0.255,1.282,-7.019,-1.953
0.982,-0.019,0.261,-3.357,-7.568,-0.244
0.977,0.006,0.255,-5.127,-7.263,1.221
0.970,0.032,0.237,-5.127,-6.775,2.075
0.963,0.052,0.219,-2.808,-6.104,1.953
0.972,0.059,0.198,0.854,-5.737,1.770
0.981,0.052,0.178,4.944,-5.249,1.465
0.981,0.043,0.163,7.141,-5.554,1.587
0.981,0.042,0.153,9.094,-6.531,2.747
0.982,0.037,0.146,10.742,-7.690,3.906
0.975,0.039,0.158,11.536,-9.338,4.944
0.961,0.051,0.184,11.292,-10.193,5.249
0.952,0.052,0.196,10.986,-9.094,4.822

-0.328,0.550,0.869,7.263,-32.288,18.066
-0.321,0.543,0.828,7.935,-32.227,19.226
-0.322,0.543,0.806,10.132,-34.729,21.118
-0.335,0.569,0.819,10.742,-39.001,22.583
-0.351,0.598,0.839,10.498,-41.382,23.071
-0.373,0.617,0.874,10.071,-41.504,21.240
-0.402,0.620,0.921,8.911,-38.452,17.151
-0.422,0.589,0.944,7.996,-32.227,12.756
-0.424,0.556,0.944,7.996,-24.902,10.132
-0.418,0.531,0.928,8.301,-17.700,9.277
-0.395,0.517,0.896,7.568,-12.939,9.277
-0.375,0.513,0.856,8.179,-10.193,10.254
-0.362,0.513,0.833,8.667,-10.132,12.024
-0.357,0.509,0.831,8.057,-11.597,12.451
-0.354,0.506,0.824,7.629,-13.000,12.878
-0.356,0.506,0.822,8.667,-13.306,13.550
-0.361,0.503,0.827,10.254,-13.245,14.221
-0.365,0.491,0.829,10.742,-12.390,14.221
-0.376,0.490,0.844,9.521,-10.925,13.733
-0.394,0.489,0.866,7.019,-8.179,12.817
-0.402,0.500,0.869,5.188,-4.944,12.634
-0.401,0.528,0.857,4.395,-1.648,13.306
-0.395,0.552,0.846,4.517,0.916,13.184
-0.387,0.562,0.833,3.784,1.587,11.841
-0.381,0.562,0.824,2.686,1.587,9.460
-0.373,0.550,0.814,2.014,1.709,6.958
-0.368,0.533,0.807,1.038,1.221,4.639
-0.367,0.516,0.805,0.854,0.793,3.235
-0.375,0.497,0.806,0.916,1.282,2.625
-0.381,0.499,0.810,-0.244,1.648,2.563
-0.393,0.513,0.818,-1.221,2.502,3.296
-0.400,0.534,0.831,-1.221,3.235,3.418
-0.405,0.564,0.833,-1.099,4.395,3.845
-0.417,0.599,0.839,-1.404,5.066,3.906
-0.451,0.644,0.860,-2.502,5.432,3.357
-0.507,0.728,0.891,-4.639,4.822,3.723
-0.605,0.886,0.947,-4.761,3.113,5.798
