aX,aY,aZ,gX,gY,gZ
-2.491,0.548,2.153,-26.489,411.865,-149.536
-2.532,0.442,2.121,-40.344,444.031,-175.415
-2.583,0.275,2.042,-51.697,479.980,-198.975
-2.610,0.161,1.920,-64.636,517.212,-219.055
-2.571,0.070,1.651,-75.012,560.059,-234.314
-2.438,-0.025,1.196,-73.853,600.342,-247.620
-2.220,-0.087,0.792,-55.481,621.216,-255.920
-2.042,-0.219,0.399,-20.447,628.967,-257.080
-1.774,-0.309,0.007,20.874,629.639,-248.291
-1.534,-0.328,-0.324,60.974,630.432,-231.079
-1.335,-0.368,-0.646,95.886,625.977,-214.539
-1.116,-0.650,-0.895,120.605,608.459,-200.439
-0.921,-1.100,-1.055,114.929,577.576,-197.510
-0.783,-1.487,-1.169,77.881,537.964,-191.345
-0.596,-1.706,-1.279,33.081,493.530,-166.504
-0.366,-1.712,-1.421,-7.446,447.021,-125.183
-0.139,-1.557,-1.581,-42.542,398.926,-79.224
0.058,-1.314,-1.690,-75.928,350.525,-41.748
0.253,-1.062,-1.796,-102.783,303.894,-16.541
0.457,-0.830,-1.865,-122.681,256.653,0.061
0.681,-0.609,-1.893,-138.733,210.999,8.362
0.857,-0.449,-1.877,-143.677,167.786,12.573
0.954,-0.318,-1.820,-137.024,128.113,17.822
0.976,-0.176,-1.740,-121.887,95.276,23.682
0.942,-0.025,-1.649,-101.563,62.622,28.381
0.912,0.097,-1.529,-72.266,35.828,30.334
0.887,0.180,-1.317,-44.006,11.902,27.222
0.859,0.199,-1.134,-21.729,-1.465,18.066
0.831,0.166,-1.029,-2.747,-4.700,7.080
0.857,0.113,-0.968,15.625,-6.897,-1.831
0.940,0.052,-0.913,30.457,-12.695,-6.897
0.997,0.010,-0.867,38.757,-21.606,-9.277
1.009,-0.017,-0.817,44.556,-30.945,-10.620
1.011,-0.046,-0.745,51.147,-42.175,-10.742
1.020,-0.075,-0.658,56.091,-54.504,-9.888
1.017,-0.091,-0.548,59.021,-68.054,-7.629
0.990,-0.083,-0.394,60.852,-81.604,-4.883
0.926,-0.065,-0.189,65.674,-89.172,-3.235
0.860,-0.053,-0.016,67.932,-86.609,-3.601
0.841,-0.067,0.075,65.735,-78.064,-5.432
0.883,-0.052,0.142,62.195,-66.040,-9.644
0.944,-0.082,0.192,60.852,-56.213,-9.155
0.999,-0.096,0.218,52.979,-53.223,-6.348
1.021,-0.086,0.220,40.710,-53.162,-4.578
1.023,-0.078,0.231,33.630,-53.467,-2.136
1.001,-0.056,0.262,30.212,-53.711,2.136
0.975,-0.034,0.292,28.076,-53.162,5.676
0.948,-0.022,0.320,27.405,-50.476,7.141
0.939,-0.011,0.324,25.757,-46.326,7.019
0.952,-0.014,0.312,24.658,-41.626,6.714
0.950,-0.021,0.313,23.682,-37.537,5.798
0.940,-0.035,0.316,23.132,-33.936,4.272
0.924,-0.042,0.308,22.095,-29.724,3.235
0.901,-0.020,0.294,22.400,-24.841,5.005
0.907,-0.041,0.272,27.161,-20.386,9.155
0.931,-0.021,0.250,23.132,-15.564,2.991
0.960,-0.037,0.195,20.142,-11.353,0.488
0.992,-0.058,0.156,20.935,-10.132,0.916
1.012,-0.075,0.142,19.165,-12.268,0.732
1.012,-0.083,0.146,16.663,-14.771,0.977
0.998,-0.080,0.175,13.916,-19.165,2.319
0.974,-0.068,0.200,10.254,-21.790,3.235
0.960,-0.057,0.214,8.179,-22.644,4.700
0.951,-0.049,0.236,7.324,-23.315,5.981
0.946,-0.039,0.260,5.798,-22.888,5.798
0.945,-0.040,0.274,4.822,-21.484,5.432
0.947,-0.050,0.285,3.479,-19.287,4.700
0.944,-0.051,0.295,1.038,-17.212,4.517
0.947,-0.044,0.289,-1.282,-15.137,4.700
0.958,-0.031,0.266,-2.014,-13.123,5.432
0.969,-0.016,0.239,-1.282,-12.024,6.409
0.976,-0.002,0.221,0.977,-11.719,7.446

-0.479,0.493,0.836,0.977,-9.521,9.399
-0.479,0.495,0.829,1.343,-8.179,7.935
-0.475,0.485,0.814,1.953,-6.592,6.531
-0.466,0.472,0.807,1.953,-5.310,5.493
-0.457,0.462,0.793,1.282,-4.333,4.333
-0.449,0.446,0.779,0.610,-3.784,3.235
-0.443,0.442,0.771,-0.549,-5.310,2.441
-0.438,0.442,0.766,-0.854,-6.226,2.075
-0.436,0.447,0.761,-0.916,-6.348,1.648
-0.434,0.448,0.764,0.671,-5.188,0.977
-0.431,0.440,0.762,1.892,-5.371,0.854
-0.428,0.429,0.763,0.732,-7.385,-0.061
-0.424,0.414,0.763,-0.244,-7.874,-0.916
-0.430,0.412,0.781,0.977,-5.798,-0.793
-0.462,0.421,0.828,2.563,-3.845,-0.671
-0.461,0.422,0.848,2.258,-0.732,-0.977
-0.467,0.429,0.841,2.319,3.418,-1.160
-0.457,0.439,0.808,2.869,7.446,-1.343
-0.443,0.435,0.783,3.540,10.010,-2.441
-0.435,0.430,0.779,1.709,6.531,-3.723
-0.432,0.431,0.785,2.014,2.502,-3.662
-0.436,0.434,0.793,3.479,2.869,-2.991
-0.438,0.429,0.792,2.869,0.793,-2.502
-0.436,0.425,0.792,4.883,0.793,-0.916
-0.440,0.436,0.791,4.456,0.549,0.061
-0.439,0.451,0.783,4.150,-0.916,0.977
-0.438,0.461,0.776,5.798,1.465,1.587
-0.441,0.469,0.774,4.639,1.892,0.732
-0.446,0.470,0.779,2.319,-0.061,-0.549
-0.446,0.461,0.785,0.366,-1.282,-2.014
-0.440,0.452,0.783,-0.488,-1.099,-2.502
-0.447,0.443,0.776,0.732,1.221,-1.892
-0.462,0.461,0.775,0.671,-1.099,-0.977
-0.482,0.509,0.796,2.625,-4.211,1.160
-0.524,0.569,0.830,5.188,-5.737,2.930
-0.578,0.643,0.883,7.568,-6.287,3.845
-0.687,0.769,0.981,9.888,-5.371,4.822
-0.868,0.958,1.110,14.038,-0.122,6.287
-1.111,1.272,1.306,19.714,7.141,7.935
-1.352,1.647,1.627,34.851,17.517,6.714
-1.637,1.876,1.909,53.406,38.818,-4.089
-1.800,1.921,2.109,61.951,66.895,-25.818
-1.925,1.844,2.260,68.420,97.473,-49.988
-2.018,1.741,2.334,72.693,133.057,-71.350
-2.131,1.571,2.431,80.261,170.227,-88.257
-2.214,1.488,2.614,82.703,205.994,-103.333
-2.333,1.385,2.781,81.055,254.822,-120.667
-2.455,1.124,2.803,75.317,316.101,-147.827
-2.499,0.841,2.675,62.439,382.629,-177.124
-2.485,0.568,2.419,46.692,446.289,-203.674
-2.444,0.314,2.082,39.856,506.287,-223.267
-2.365,0.094,1.669,40.955,553.833,-234.314
-2.245,-0.070,1.197,52.979,586.487,-235.352
-2.127,-0.180,0.715,73.242,604.919,-227.356
-2.063,-0.271,0.349,97.656,611.877,-216.736
-2.022,-0.355,0.057,122.009,615.173,-210.937
-1.903,-0.663,-0.278,135.193,618.530,-209.717
-1.708,-1.107,-0.630,117.065,613.342,-214.844
-1.428,-1.508,-0.950,72.571,595.642,-215.210
-1.070,-1.861,-1.244,21.423,564.697,-200.317
-0.679,-2.001,-1.507,-24.109,522.461,-165.222
-0.269,-1.821,-1.782,-59.082,473.755,-113.342
0.113,-1.512,-2.046,-84.045,415.833,-61.462
0.366,-1.164,-2.181,-99.304,350.281,-27.649
0.548,-0.880,-2.119,-115.967,280.212,-9.216
0.711,-0.701,-1.979,-125.122,211.609,1.526
0.818,-0.500,-1.847,-126.404,158.691,14.404
0.841,-0.276,-1.718,-126.404,118.835,23.437
0.807,-0.089,-1.580,-119.080,87.830,25.757
0.774,0.039,-1.433,-99.731,61.279,26.062
0.755,0.124,-1.302,-71.228,40.100,27.222
0.755,0.203,-1.203,-47.241,25.024,25.391
0.769,0.263,-1.136,-28.320,14.404,19.836
0.829,0.217,-1.056,-7.446,6.226,14.771
0.894,0.173,-0.994,7.080,-1.343,5.615
0.910,0.133,-0.965,15.930,-6.531,0.366
0.924,0.114,-0.915,23.254,-15.442,-2.869
0.926,0.099,-0.801,29.968,-29.541,-4.578
0.918,0.089,-0.661,36.438,-37.109,-7.812
0.927,0.062,-0.542,37.659,-41.565,-13.184
0.948,0.023,-0.417,33.386,-44.617,-17.822
0.959,-0.002,-0.310,26.245,-45.959,-22.461
0.998,-0.022,-0.211,19.836,-46.875,-23.804
1.020,-0.027,-0.128,15.991,-48.828,-22.827
1.009,0.003,-0.042,16.541,-49.194,-19.531
0.992,0.040,0.082,22.034,-48.401,-16.357
0.978,0.053,0.186,26.672,-46.326,-14.832
0.965,0.054,0.261,28.503,-42.786,-13.062
0.960,0.055,0.310,26.978,-39.246,-12.329
0.951,0.051,0.335,26.062,-34.607,-10.925
0.949,0.043,0.336,27.466,-28.809,-9.766
0.959,0.030,0.318,29.114,-23.254,-8.484
0.982,0.012,0.284,28.992,-18.982,-7.385
0.993,-0.017,0.233,28.870,-15.930,-6.714
1.000,0.037,0.222,29.785,-14.648,-4.089
0.992,-0.059,0.226,36.865,-15.381,8.667
0.990,-0.003,0.251,30.090,-13.550,-1.099
0.969,-0.030,0.223,24.597,-9.521,-2.258
0.969,-0.035,0.201,25.208,-7.019,-0.610
0.971,-0.040,0.171,22.644,-5.676,-1.770
0.976,-0.036,0.141,22.095,-4.700,-0.610
0.990,-0.037,0.124,21.790,-5.127,0.244
0.997,-0.046,0.123,19.348,-6.836,-0.183
0.983,-0.053,0.138,15.015,-8.606,-0.916
0.969,-0.053,0.141,11.475,-9.705,-0.793
0.967,-0.050,0.148,8.667,-10.864,0.122
0.974,-0.046,0.148,7.141,-11.169,0.977
0.979,-0.035,0.148,4.578,-14.709,2.380
0.980,-0.017,0.161,5.737,-16.418,4.333
0.977,-0.003,0.179,5.493,-17.456,4.700
0.971,0.007,0.194,6.226,-18.372,5.127
0.966,0.009,0.201,7.690,-16.296,4.883
0.966,0.005,0.196,7.568,-18.188,5.127
0.969,0.001,0.180,9.399,-17.883,6.042
0.972,-0.001,0.176,11.719,-15.686,6.775
0.973,-0.000,0.188,11.230,-18.127,6.836
0.966,0.003,0.187,11.780,-17.822,7.080
0.966,0.001,0.183,12.146,-15.747,6.226
0.966,0.001,0.185,11.230,-18.250,5.554

-0.474,0.391,0.781,1.709,-7.080,3.418
-0.470,0.389,0.769,1.221,-7.568,3.540
-0.466,0.384,0.763,0.793,-8.850,3.418
-0.465,0.381,0.763,1.160,-9.766,3.479
-0.467,0.379,0.764,0.854,-10.620,3.723
-0.476,0.382,0.776,1.831,-9.827,4.211
-0.486,0.383,0.788,3.052,-7.629,4.395
-0.494,0.388,0.799,2.258,-6.775,4.456
-0.495,0.397,0.799,1.282,-5.920,4.517
-0.486,0.394,0.783,1.465,-4.150,4.517
-0.481,0.389,0.773,0.916,-3.784,4.395
-0.477,0.389,0.773,1.099,-3.540,4.822
-0.477,0.392,0.769,1.404,-3.113,5.371
-0.474,0.395,0.762,1.953,-3.235,6.104
-0.476,0.400,0.758,2.869,-4.150,7.385
-0.469,0.401,0.753,3.296,-6.531,8.240
-0.477,0.396,0.743,4.150,-8.728,9.033
-0.478,0.396,0.743,5.554,-8.423,9.399
-0.478,0.388,0.744,6.104,-7.080,9.460
-0.491,0.389,0.756,4.028,-8.789,9.094
-0.503,0.405,0.772,2.441,-10.803,8.911
-0.511,0.413,0.778,2.197,-9.094,8.423
-0.511,0.410,0.774,2.563,-6.775,7.751
-0.508,0.407,0.770,3.357,-4.517,7.080
-0.506,0.407,0.767,2.380,-4.395,6.165
-0.506,0.411,0.767,1.038,-6.287,5.676
-0.507,0.417,0.775,1.648,-6.409,5.798
-0.516,0.421,0.781,2.625,-4.944,5.371
-0.526,0.430,0.791,3.052,-3.357,4.517
-0.540,0.453,0.797,2.686,-2.197,4.456
-0.561,0.477,0.803,3.052,-1.038,3.967
-0.587,0.502,0.821,2.258,-0.305,2.869
-0.614,0.544,0.833,-0.122,-0.366,1.404
-0.648,0.611,0.864,-0.427,1.160,0.244
-0.688,0.672,0.908,1.038,4.272,-1.526
-0.741,0.742,0.969,3.113,9.094,-3.723
-0.821,0.828,1.027,8.606,15.869,-5.005
-0.974,0.934,1.131,15.259,22.400,-4.700
-1.172,1.116,1.287,21.301,30.396,-4.089
-1.437,1.354,1.511,36.011,42.480,-1.953
-1.676,1.603,1.851,55.908,61.279,-2.747
-1.908,1.734,2.070,70.740,94.971,-14.038
-2.010,1.656,2.204,84.778,135.742,-35.034
-2.076,1.556,2.255,89.417,175.354,-58.411
-2.111,1.463,2.332,90.515,215.271,-80.200
-2.146,1.345,2.363,92.224,256.287,-98.328
-2.214,1.211,2.429,86.792,300.049,-121.765
-2.297,1.068,2.507,71.899,351.135,-151.123
-2.364,0.850,2.441,52.063,409.607,-183.105
-2.382,0.593,2.212,33.142,463.989,-210.632
-2.378,0.383,2.064,18.677,502.441,-228.455
-2.340,0.227,1.836,9.705,535.645,-241.211
-2.283,0.090,1.486,6.531,565.491,-249.512
-2.232,-0.052,1.107,12.939,587.463,-256.958
-2.151,-0.204,0.694,30.884,600.769,-260.071
-1.994,-0.294,0.206,61.890,604.309,-251.343
-1.854,-0.307,-0.203,101.318,599.976,-233.276
-1.737,-0.359,-0.514,138.550,593.567,-218.506
-1.627,-0.486,-0.787,160.339,585.144,-210.571
-1.365,-0.802,-1.070,158.752,570.435,-207.886
-0.964,-1.172,-1.401,126.343,549.316,-209.229
-0.466,-1.532,-1.722,80.505,517.517,-200.867
-0.091,-1.846,-1.986,35.400,473.999,-174.316
0.167,-1.950,-2.119,-5.249,411.682,-127.563
0.307,-1.763,-2.110,-48.706,332.275,-66.406
0.446,-1.454,-2.020,-98.877,248.108,-14.160
0.572,-1.154,-1.936,-139.038,178.772,19.958
0.653,-0.895,-1.865,-162.109,128.906,44.312
0.678,-0.633,-1.765,-174.438,91.370,61.707
0.699,-0.392,-1.635,-173.767,64.697,69.336
0.716,-0.154,-1.524,-161.133,47.058,69.763
0.752,0.041,-1.458,-142.090,35.217,63.110
0.828,0.125,-1.389,-115.417,25.391,50.720
0.897,0.141,-1.286,-82.825,15.686,36.560
0.930,0.062,-1.164,-48.035,9.155,25.208
0.945,0.006,-1.031,-23.376,2.869,13.611
0.975,-0.046,-0.892,-5.127,-5.066,7.751
1.010,-0.076,-0.760,9.644,-13.672,6.348
1.018,-0.088,-0.635,20.325,-23.193,8.179
1.001,-0.085,-0.509,27.283,-32.959,11.597
0.973,-0.077,-0.383,32.166,-41.687,14.465
0.961,-0.055,-0.257,33.203,-47.852,16.357
0.964,-0.048,-0.156,31.616,-50.964,17.639
0.958,-0.024,-0.070,25.513,-52.429,18.494
0.941,0.013,-0.011,17.334,-52.429,18.372
0.936,0.059,0.051,11.292,-51.025,17.578
0.921,0.072,0.106,8.606,-48.645,17.273
0.918,0.119,0.156,5.676,-43.213,15.259
0.923,0.126,0.180,5.066,-35.583,12.878
0.940,0.130,0.173,3.113,-31.799,11.963
0.958,0.134,0.151,1.526,-30.029,10.254
0.970,0.155,0.139,3.418,-29.175,8.850
0.973,0.171,0.152,6.775,-29.236,8.362
0.981,0.266,0.198,11.292,-29.236,6.287
0.946,0.085,0.160,22.217,-30.212,19.226
0.968,0.168,0.224,30.518,-31.311,14.282
0.950,0.144,0.238,23.315,-30.151,3.540
0.955,0.093,0.256,31.311,-28.198,4.395
0.954,0.077,0.277,32.166,-26.184,0.610
0.955,0.042,0.290,30.945,-23.254,-1.770
0.964,0.018,0.283,29.663,-19.043,-3.418
0.978,0.009,0.259,28.137,-15.625,-4.333
0.985,0.002,0.248,26.978,-14.221,-4.456
0.981,-0.005,0.244,25.330,-13.550,-5.066
0.975,-0.020,0.237,23.376,-13.184,-5.310
0.975,-0.028,0.226,21.912,-12.878,-4.517
0.977,-0.037,0.211,19.897,-13.306,-3.113
0.974,-0.040,0.203,17.883,-13.733,-1.221
0.976,-0.044,0.197,15.442,-14.282,0.244
0.979,-0.039,0.189,12.512,-14.465,1.587
0.979,-0.025,0.180,9.888,-14.587,2.747
0.977,-0.007,0.190,7.690,-14.771,3.784
0.974,0.004,0.192,5.737,-13.062,3.540
0.973,0.012,0.180,5.493,-11.658,3.052
0.976,0.008,0.175,5.798,-11.047,2.686
0.976,0.002,0.176,6.287,-11.597,2.563
0.979,-0.003,0.177,7.324,-12.024,3.540
0.983,-0.005,0.178,7.690,-13.123,4.883
0.982,0.000,0.187,7.385,-14.404,6.287

-0.410,0.485,0.795,2.563,-10.864,6.775
-0.403,0.479,0.789,4.089,-8.972,7.385
-0.397,0.476,0.785,6.409,-6.531,7.690
-0.387,0.469,0.777,6.836,-6.165,7.446
-0.379,0.462,0.769,5.432,-8.118,6.897
-0.373,0.459,0.759,4.089,-10.803,6.897
-0.372,0.457,0.756,4.333,-10.071,6.470
-0.379,0.460,0.761,1.831,-11.658,5.066
-0.390,0.466,0.772,0.244,-12.878,3.845
-0.403,0.464,0.790,-1.282,-13.550,2.380
-0.421,0.454,0.813,-3.357,-14.648,0.793
-0.431,0.442,0.828,-4.272,-13.794,-0.305
-0.428,0.430,0.831,-3.967,-12.390,-0.244
-0.419,0.423,0.826,-2.136,-8.789,1.038
-0.407,0.418,0.816,0.366,-4.700,2.747
-0.397,0.419,0.801,0.183,-4.883,4.883
-0.391,0.430,0.788,0.427,-6.165,7.080
-0.398,0.449,0.785,2.380,-4.578,8.911
-0.408,0.469,0.786,3.418,-3.296,9.583
-0.416,0.485,0.786,1.770,-5.676,9.216
-0.420,0.499,0.783,1.770,-5.554,8.484
-0.422,0.504,0.775,1.892,-3.174,6.958
-0.423,0.502,0.770,-0.671,-3.357,4.822
-0.427,0.501,0.775,-2.625,-4.822,2.930
-0.425,0.494,0.768,-2.930,-3.235,1.526
-0.414,0.484,0.753,-1.709,-0.671,0.977
-0.404,0.476,0.740,0.305,0.671,1.343
-0.401,0.470,0.739,1.221,0.366,2.075
-0.405,0.470,0.748,0.854,-1.221,2.625
-0.421,0.484,0.761,-0.610,-3.662,2.747
-0.440,0.495,0.779,-0.671,-5.493,3.418
-0.463,0.526,0.798,-0.610,-5.493,3.845
-0.487,0.572,0.814,0.610,-2.686,4.150
-0.518,0.616,0.854,1.526,0.977,3.662
-0.555,0.671,0.902,0.061,3.479,1.953
-0.617,0.714,0.958,-0.793,5.371,0.549
-0.696,0.787,1.043,-0.366,8.728,0.061
-0.848,0.900,1.185,2.747,15.442,0.854
-1.041,1.059,1.367,7.812,26.245,2.441
-1.224,1.344,1.526,15.564,43.213,5.005
-1.346,1.587,1.643,28.625,66.833,2.502
-1.459,1.741,1.746,41.870,88.989,-7.446
-1.571,1.792,1.920,50.232,109.009,-27.893
-1.700,1.760,2.136,57.373,134.705,-52.002
-1.838,1.710,2.352,71.960,171.509,-71.655
-1.940,1.608,2.513,87.952,214.355,-87.219
-2.026,1.477,2.629,97.778,259.888,-103.577
-2.090,1.322,2.632,96.497,310.730,-123.962
-2.091,1.136,2.509,85.571,365.173,-149.292
-2.052,0.928,2.270,65.552,410.278,-176.819
-1.987,0.711,1.974,47.546,446.960,-200.500
-1.897,0.543,1.750,27.588,466.370,-219.116
-1.859,0.336,1.551,11.780,481.995,-235.291
-1.800,0.073,1.312,-4.578,490.784,-250.488
-1.757,-0.155,1.054,-15.808,498.230,-257.141
-1.667,-0.389,0.767,-19.531,505.432,-258.667
-1.568,-0.567,0.395,-16.479,513.062,-256.409
-1.525,-0.641,0.010,-1.587,515.442,-245.056
-1.490,-0.608,-0.295,24.902,510.376,-229.492
-1.430,-0.525,-0.605,58.533,503.601,-215.332
-1.333,-0.507,-0.893,94.482,493.652,-198.120
-1.109,-0.791,-1.116,115.723,476.257,-184.753
-0.663,-1.277,-1.404,90.454,450.928,-182.251
-0.219,-1.533,-1.747,27.344,419.495,-173.218
0.156,-1.708,-2.023,-25.146,376.709,-147.461
0.497,-1.648,-2.188,-67.871,321.899,-110.718
0.778,-1.381,-2.220,-103.149,252.502,-65.430
0.939,-1.015,-2.115,-127.380,182.373,-26.184
0.957,-0.728,-1.969,-138.489,125.977,-2.991
0.911,-0.495,-1.800,-140.381,82.825,11.292
0.865,-0.313,-1.666,-129.517,49.377,22.095
0.837,-0.145,-1.544,-107.971,23.193,31.372
0.840,0.038,-1.403,-84.900,1.709,35.156
0.821,0.119,-1.230,-58.533,-12.695,33.020
0.823,0.173,-1.087,-34.546,-18.677,18.921
0.899,0.144,-0.987,-9.949,-18.860,4.944
0.960,0.099,-0.905,10.925,-21.057,-5.981
0.978,0.046,-0.816,27.405,-24.414,-14.282
0.965,-0.003,-0.734,43.213,-28.809,-18.799
0.975,-0.036,-0.613,58.594,-36.377,-18.799
0.995,-0.052,-0.465,69.031,-45.776,-17.639
0.990,-0.058,-0.319,73.792,-53.711,-16.602
0.987,-0.066,-0.152,74.341,-57.800,-16.357
0.959,-0.085,-0.010,71.960,-57.495,-17.395
0.925,-0.095,0.104,67.322,-54.321,-17.212
0.931,-0.107,0.198,61.890,-49.988,-17.456
0.948,-0.135,0.263,55.603,-45.410,-16.052
0.974,-0.129,0.325,47.607,-40.405,-15.137
1.000,-0.135,0.369,39.734,-36.621,-10.986
1.006,-0.129,0.383,26.550,-36.377,-5.615
1.000,-0.110,0.382,12.024,-35.217,-2.991
0.992,-0.076,0.377,3.601,-32.898,0.000
0.988,-0.037,0.356,-0.732,-30.457,3.235
0.987,-0.006,0.329,-1.282,-28.809,5.798
0.961,-0.022,0.296,2.563,-26.611,6.714
0.957,0.077,0.300,8.972,-24.536,9.277
0.962,-0.021,0.295,21.606,-24.109,21.973
0.956,0.071,0.337,16.357,-20.691,6.836
0.935,0.026,0.303,14.526,-14.099,3.723
0.941,0.004,0.268,20.447,-8.972,3.174
0.946,-0.014,0.229,19.836,-5.676,0.061
0.959,-0.032,0.198,19.836,-4.395,-0.549
0.968,-0.040,0.184,19.836,-3.723,-0.122
0.973,-0.040,0.175,17.395,-3.418,-0.488
0.979,-0.046,0.164,14.954,-3.418,-0.916
0.983,-0.055,0.161,12.939,-4.333,-0.793
0.985,-0.066,0.171,10.742,-5.493,-0.305
0.981,-0.073,0.184,7.629,-7.385,0.977
0.981,-0.070,0.200,4.150,-8.789,2.380
0.978,-0.058,0.213,0.916,-9.766,3.418
0.972,-0.043,0.235,-2.563,-10.559,4.089
0.954,-0.026,0.250,-5.371,-10.071,4.639
0.947,-0.007,0.254,-6.653,-8.972,5.127
0.949,0.005,0.244,-6.653,-7.324,5.127
0.957,0.013,0.229,-5.920,-5.920,4.639
0.966,0.016,0.210,-3.418,-4.822,4.578
0.983,0.011,0.193,-0.549,-5.005,4.883
0.991,0.006,0.180,1.465,-5.859,5.005
0.989,0.007,0.183,3.662,-8.606,5.676

-0.465,0.484,0.915,7.874,-7.324,10.986
-0.448,0.452,0.876,6.531,-3.967,9.216
-0.436,0.437,0.840,3.845,-2.197,7.996
-0.429,0.426,0.812,0.732,-2.441,7.019
-0.425,0.426,0.803,-1.038,-3.662,7.019
-0.427,0.451,0.794,-1.709,-3.601,7.935
-0.433,0.470,0.786,-0.732,-3.906,8.728
-0.430,0.472,0.784,0.916,-4.456,8.606
-0.430,0.470,0.788,2.197,-4.700,8.301
-0.432,0.473,0.802,3.479,-3.906,7.446
-0.431,0.464,0.812,2.991,-1.831,5.615
-0.427,0.446,0.818,1.953,-0.183,3.784
-0.424,0.431,0.812,0.427,1.953,2.258
-0.419,0.414,0.805,-2.014,1.343,1.282
-0.417,0.412,0.802,-2.808,2.563,1.221
-0.417,0.420,0.802,-3.784,2.136,1.343
-0.421,0.436,0.803,-3.784,1.831,2.380
-0.423,0.450,0.808,-2.380,2.319,3.174
-0.425,0.459,0.803,-2.441,2.075,2.991
-0.425,0.462,0.806,-1.404,0.671,2.808
-0.428,0.457,0.815,-0.366,2.258,2.014
-0.431,0.456,0.836,-0.732,2.930,0.977
-0.429,0.441,0.833,-1.648,5.432,0.061
-0.423,0.427,0.827,-1.038,7.629,0.122
-0.417,0.420,0.814,-1.953,7.935,0.244
-0.413,0.426,0.805,-1.282,7.935,1.648
-0.411,0.428,0.796,-0.671,7.935,2.625
-0.414,0.435,0.797,0.427,6.592,3.723
-0.422,0.442,0.797,0.916,6.348,4.150
-0.428,0.464,0.801,1.221,5.249,5.371
-0.440,0.495,0.808,1.770,4.456,6.470
-0.453,0.530,0.817,3.235,4.639,7.263
-0.469,0.578,0.831,4.028,4.028,7.568
-0.491,0.625,0.852,5.066,5.188,6.531
-0.524,0.664,0.883,5.005,4.578,4.639
-0.591,0.704,0.957,6.897,7.019,2.380
-0.693,0.782,1.056,9.216,7.629,2.075
-0.846,0.911,1.194,17.700,12.268,5.981
-1.021,1.128,1.413,31.921,20.142,12.756
-1.259,1.445,1.724,54.199,32.837,21.790
-1.519,1.761,2.113,86.304,53.284,26.184
-1.755,1.982,2.487,117.798,85.022,19.653
-1.964,2.007,2.743,135.559,122.803,2.563
-2.116,1.829,2.877,141.663,170.105,-22.766
-2.268,1.682,3.020,143.250,218.811,-48.889
-2.418,1.470,3.180,139.343,276.123,-70.435
-2.565,1.278,3.190,126.099,346.741,-93.079
-2.696,1.060,3.045,99.670,424.438,-121.765
-2.723,0.788,2.614,70.984,503.540,-154.968
-2.587,0.485,2.031,50.293,562.866,-183.533
-2.409,0.257,1.480,42.419,600.952,-202.087
-2.214,0.081,0.975,41.260,616.272,-213.074
-2.013,-0.158,0.504,47.119,614.197,-216.187
-1.814,-0.383,0.130,52.124,596.619,-216.492
-1.676,-0.541,-0.184,63.599,572.021,-210.022
-1.452,-0.645,-0.421,80.017,549.072,-197.815
-1.221,-0.779,-0.733,89.722,538.757,-189.636
-1.031,-0.940,-0.984,95.032,528.870,-182.251
-0.931,-1.073,-1.131,100.647,510.498,-167.786
-0.770,-1.300,-1.229,94.666,484.253,-146.301
-0.504,-1.657,-1.408,55.176,453.003,-128.479
-0.282,-1.844,-1.625,-12.024,417.236,-104.004
-0.099,-1.815,-1.790,-72.083,367.187,-59.509
0.102,-1.583,-1.866,-128.479,301.025,-12.085
0.337,-1.299,-1.907,-181.274,232.788,23.010
0.559,-1.017,-1.903,-217.346,175.354,45.837
0.713,-0.748,-1.862,-232.422,130.920,59.082
0.777,-0.487,-1.797,-231.628,97.107,65.369
0.831,-0.253,-1.696,-220.703,70.862,63.782
0.865,-0.078,-1.570,-193.542,50.110,57.556
0.888,0.022,-1.421,-157.043,32.898,49.683
0.891,0.043,-1.266,-119.385,18.555,40.955
0.883,0.013,-1.096,-84.106,8.667,33.752
0.899,-0.013,-0.932,-56.335,2.502,27.893
0.926,-0.049,-0.817,-39.734,-0.916,22.705
0.923,-0.076,-0.725,-30.579,-2.808,19.531
0.924,-0.091,-0.641,-25.452,-6.470,18.372
0.928,-0.072,-0.557,-23.132,-13.855,19.470
0.928,-0.024,-0.462,-19.836,-23.560,22.888
0.923,0.037,-0.351,-14.465,-32.288,26.672
0.933,0.104,-0.249,-10.437,-38.513,28.259
0.950,0.166,-0.177,-7.935,-42.358,27.954
0.986,0.214,-0.126,-5.188,-44.983,26.428
1.004,0.239,-0.088,-2.258,-48.401,24.109
1.013,0.265,-0.027,2.014,-51.941,21.973
1.000,0.285,0.037,6.470,-54.871,20.386
0.974,0.324,0.118,10.376,-57.007,17.944
0.949,0.301,0.175,16.296,-56.946,17.029
0.912,0.390,0.263,23.499,-57.312,22.522
0.884,0.323,0.349,39.490,-55.298,32.532
0.865,0.403,0.419,29.480,-47.424,14.465
0.861,0.337,0.417,28.748,-36.560,10.254
0.878,0.333,0.407,29.846,-26.672,2.563
0.893,0.292,0.376,30.457,-19.348,-2.319
0.916,0.246,0.339,32.959,-14.587,-6.348
0.937,0.202,0.295,34.241,-12.512,-9.277
0.960,0.162,0.260,35.400,-12.512,-11.780
0.978,0.123,0.240,36.438,-13.672,-13.855
0.991,0.087,0.228,37.170,-14.893,-15.442
