aX,aY,aZ,gX,gY,gZ
-0.140,-0.239,-0.239,440.735,5.676,220.276
-0.220,-0.236,-0.334,307.983,10.071,211.243
-0.229,-0.312,-0.472,206.116,-1.221,198.853
-0.267,-0.382,-0.434,143.311,-28.564,192.017
-0.242,-0.352,-0.339,123.596,-61.218,184.570
-0.164,-0.182,-0.228,131.226,-91.736,176.025
-0.094,-0.016,-0.145,138.733,-114.502,166.687
0.063,0.192,-0.061,127.319,-132.385,157.349
0.162,0.321,0.075,97.717,-143.188,147.949
0.261,0.358,0.192,57.800,-138.000,133.240
0.318,0.313,0.328,11.780,-124.390,113.281
0.384,0.220,0.534,-30.640,-104.919,89.844
0.420,0.163,1.029,-39.063,-85.693,65.308
0.459,-0.249,1.580,14.404,-57.800,36.133
0.754,-0.165,1.163,56.091,-16.052,9.399
0.719,-0.196,0.773,-24.475,26.672,0.122
0.570,-0.403,0.324,-92.285,51.270,6.104
0.528,-0.524,0.059,-112.122,52.734,16.724
0.513,-0.651,-0.208,-87.036,48.828,16.479
0.502,-0.691,-0.440,-35.339,46.204,10.986
0.503,-0.682,-0.637,3.052,41.199,5.554
0.501,-0.619,-0.768,16.724,35.828,2.808
0.485,-0.593,-0.904,20.081,30.579,1.526
0.475,-0.597,-0.980,15.625,22.522,1.221
0.481,-0.620,-0.982,7.996,12.207,0.610
0.484,-0.644,-0.972,3.723,2.380,-2.319
0.487,-0.683,-0.940,1.587,-7.935,-6.653
0.486,-0.726,-0.883,-0.732,-19.470,-9.094
0.499,-0.729,-0.779,-3.479,-31.738,-8.789
0.513,-0.757,-0.635,-4.883,-41.077,-8.118
0.532,-0.789,-0.470,-5.371,-46.326,-7.080
0.555,-0.824,-0.268,-2.014,-46.326,-5.798
0.589,-0.894,-0.037,12.329,-41.748,-6.226
0.608,-0.897,-0.034,38.574,-30.334,-6.470
0.608,-0.814,-0.059,35.217,-16.846,-3.967
0.600,-0.742,-0.138,4.089,-5.798,4.272
0.584,-0.692,-0.227,-25.635,3.418,14.160
0.564,-0.683,-0.329,-42.358,8.667,18.188
0.537,-0.691,-0.429,-40.466,11.536,15.625
0.521,-0.706,-0.511,-28.259,9.583,10.681
0.529,-0.696,-0.549,-15.137,5.127,6.348
0.532,-0.686,-0.563,-7.202,-0.427,4.456
0.542,-0.674,-0.552,-3.052,-5.005,4.150
0.560,-0.670,-0.522,-2.075,-8.118,3.906
0.572,-0.674,-0.483,0.244,-8.911,2.808
0.579,-0.680,-0.440,3.784,-8.911,1.099
0.585,-0.695,-0.407,6.226,-8.789,-0.244
0.588,-0.703,-0.385,6.592,-7.935,-0.732
0.589,-0.708,-0.368,5.188,-7.507,-0.732
0.584,-0.708,-0.355,3.235,-6.653,-0.427
0.584,-0.705,-0.363,0.732,-6.042,-0.244
0.577,-0.709,-0.387,-1.587,-4.700,-0.061
0.562,-0.722,-0.411,-2.197,-2.563,0.183
0.553,-0.721,-0.437,-2.869,-4.272,0.244
0.541,-0.734,-0.449,-0.427,-4.028,0.366
0.545,-0.736,-0.440,-0.610,-6.287,0.977
0.547,-0.724,-0.426,0.916,-5.798,2.136
0.557,-0.715,-0.411,1.465,-6.897,1.953
0.563,-0.714,-0.396,3.540,-4.822,1.709
0.566,-0.719,-0.395,2.808,-5.188,1.282
0.571,-0.725,-0.398,2.441,-3.174,1.770
0.569,-0.735,-0.403,1.343,0.061,2.014
0.565,-0.746,-0.410,-1.038,-0.916,2.075
0.565,-0.755,-0.414,-1.465,0.854,2.197
0.562,-0.755,-0.420,-2.808,-1.343,1.892
0.560,-0.752,-0.424,-1.282,-0.244,1.953
0.559,-0.750,-0.428,-1.892,-1.892,2.014
0.555,-0.743,-0.427,-0.366,-1.648,3.113
0.554,-0.730,-0.423,0.549,-1.953,3.906

0.102,0.202,0.974,1.587,0.427,1.404
0.099,0.199,0.971,2.625,0.610,1.221
0.097,0.199,0.971,4.028,1.831,1.343
0.096,0.203,0.970,3.906,1.343,1.770
0.093,0.210,0.978,5.249,1.038,1.343
0.095,0.215,0.978,4.944,0.671,0.793
0.093,0.213,0.983,3.723,0.854,0.244
0.095,0.208,0.979,3.052,0.916,0.122
0.095,0.205,0.972,2.991,0.793,0.000
0.097,0.202,0.969,3.479,1.465,-0.183
0.095,0.200,0.964,4.395,2.197,-0.549
0.095,0.196,0.955,4.517,2.319,-0.916
0.096,0.195,0.955,4.517,1.892,-0.977
0.095,0.192,0.956,3.723,1.221,-0.793
0.097,0.183,0.959,3.540,0.916,-0.671
0.097,0.177,0.961,4.456,0.671,-0.977
0.103,0.172,0.964,6.226,0.793,-1.221
0.106,0.168,0.958,7.935,0.793,-1.038
0.106,0.166,0.956,9.460,1.343,-0.610
0.108,0.166,0.949,10.193,0.977,-0.183
0.108,0.168,0.944,11.230,0.854,0.000
0.111,0.170,0.937,12.634,0.610,0.122
0.107,0.174,0.937,13.306,0.549,0.244
0.103,0.174,0.939,12.085,-0.366,0.427
0.106,0.175,0.940,10.315,-1.221,0.732
0.108,0.180,0.947,8.850,-2.014,0.671
0.107,0.181,0.946,8.423,-2.197,0.732
0.102,0.180,0.946,9.521,-2.319,0.427
0.097,0.169,0.952,14.099,-3.052,-0.854
0.093,0.143,0.952,20.935,-2.747,-2.502
0.095,0.078,0.987,33.203,-3.906,-4.578
0.100,-0.042,1.008,59.998,-4.395,-7.874
0.093,-0.237,1.087,111.755,-4.883,-14.404
0.069,-0.467,1.175,194.397,-5.554,-25.146
0.075,-0.774,1.321,297.913,-7.507,-40.100
0.036,-1.086,1.527,418.152,-11.719,-54.138
0.083,-1.395,1.710,541.870,-14.038,-56.458
0.072,-1.659,1.898,658.569,-10.925,-46.143
0.052,-1.869,1.995,759.155,-8.911,-25.757
-0.013,-2.123,2.031,846.191,-9.277,-3.113
-0.068,-2.210,2.037,919.556,-16.907,23.865
-0.109,-2.130,1.865,974.365,-31.799,54.688
-0.198,-2.095,1.690,989.502,-56.091,87.952
-0.170,-1.978,1.524,968.750,-78.613,125.488
-0.092,-1.861,1.343,926.270,-85.022,157.349
0.008,-1.633,1.161,866.943,-77.820,180.359
0.038,-1.427,0.869,794.067,-58.838,195.190
0.002,-1.235,0.541,715.088,-36.011,202.209
-0.021,-1.090,0.237,635.437,-19.958,201.294
-0.026,-0.938,0.132,552.795,-13.977,197.388
-0.060,-0.719,-0.030,462.097,-11.963,195.862
-0.080,-0.634,-0.129,363.037,-11.597,193.604
-0.112,-0.474,-0.234,261.719,-13.916,195.068
-0.161,-0.466,-0.278,174.377,-24.231,195.129
-0.136,-0.397,-0.221,109.131,-43.213,188.354
-0.114,-0.292,-0.136,72.815,-67.566,179.626
-0.080,-0.122,-0.015,55.054,-92.285,168.945
0.017,0.074,0.107,47.729,-112.732,152.405
0.084,0.273,0.193,37.781,-124.817,132.996
0.192,0.378,0.275,17.334,-126.526,117.371
0.242,0.578,0.563,-13.550,-119.690,101.257
0.538,1.376,2.068,-45.532,-97.290,79.834
0.991,1.040,1.665,-113.525,-13.794,39.063
0.444,0.059,0.822,-161.743,57.434,7.996
0.346,-0.548,0.044,-144.653,67.993,-9.094
0.442,-0.550,-0.202,-77.209,45.166,1.831
0.550,-0.424,-0.298,-16.296,19.348,15.564
0.607,-0.374,-0.418,11.169,9.338,17.456
0.627,-0.434,-0.575,11.719,11.169,8.423
0.607,-0.523,-0.720,0.916,20.386,-2.197
0.592,-0.687,-0.844,-14.282,28.625,-9.216
0.538,-0.873,-0.917,-27.039,31.311,-10.620
0.487,-1.028,-0.963,-30.640,26.611,-7.324
0.457,-1.094,-0.931,-23.804,13.489,-3.845
0.468,-1.094,-0.848,-11.780,-4.578,-0.549
0.495,-1.005,-0.697,0.671,-22.278,3.235
0.538,-0.850,-0.511,11.047,-36.316,6.714
0.579,-0.660,-0.239,14.221,-43.701,9.399
0.667,-0.507,0.061,1.099,-39.246,9.521
0.697,-0.458,0.150,-21.057,-18.311,5.920
0.641,-0.517,0.038,-39.917,5.188,0.977
0.587,-0.587,-0.129,-47.913,18.860,-3.723
0.568,-0.608,-0.269,-44.739,24.841,-6.165
0.585,-0.597,-0.365,-39.612,24.963,-7.751
0.597,-0.608,-0.433,-33.997,25.146,-8.423
0.577,-0.659,-0.486,-27.893,25.635,-8.911
0.567,-0.695,-0.525,-17.639,25.513,-8.972
0.542,-0.737,-0.538,-6.531,23.499,-8.911
0.532,-0.768,-0.543,1.282,18.494,-8.667
0.531,-0.782,-0.525,8.301,11.108,-7.019
0.535,-0.779,-0.482,13.367,2.930,-4.333
0.550,-0.768,-0.440,14.221,-3.113,-2.075
0.568,-0.750,-0.402,12.756,-6.226,-0.549
0.575,-0.742,-0.376,11.597,-7.385,-0.061
0.581,-0.736,-0.357,10.864,-6.958,0.000
0.584,-0.743,-0.352,9.705,-5.127,-0.122
0.582,-0.753,-0.357,7.080,-3.540,0.305
0.578,-0.762,-0.363,4.089,0.000,1.526
0.574,-0.767,-0.369,0.305,1.831,2.197
0.566,-0.774,-0.385,-1.831,3.479,2.319
0.550,-0.780,-0.408,-3.479,4.211,1.709
0.542,-0.772,-0.421,-4.700,3.479,2.441
0.537,-0.762,-0.425,-7.446,0.916,3.174
0.535,-0.753,-0.422,-8.972,-1.648,4.333
0.535,-0.741,-0.424,-9.949,-2.747,4.639
0.538,-0.735,-0.425,-9.399,-3.296,4.395
0.542,-0.725,-0.423,-6.287,-2.991,3.662
0.543,-0.721,-0.418,-3.052,-2.930,3.113
0.545,-0.721,-0.408,-0.488,-2.563,2.808
0.548,-0.722,-0.398,-0.183,-2.808,2.563
0.551,-0.728,-0.390,1.465,-1.648,2.136
0.552,-0.735,-0.382,1.770,-2.502,1.282
0.552,-0.741,-0.379,2.258,-1.404,1.038
0.555,-0.742,-0.379,1.587,-2.747,1.343
0.553,-0.740,-0.383,2.686,-0.427,1.709
0.555,-0.742,-0.390,2.014,-2.258,1.526
0.554,-0.751,-0.391,3.357,-1.465,1.770
0.559,-0.754,-0.391,2.380,-2.319,1.465
0.559,-0.765,-0.389,2.563,-1.343,1.587

0.110,0.282,0.943,11.658,-1.953,-0.305
0.112,0.271,0.948,9.399,-3.357,-0.977
0.114,0.259,0.953,9.033,-4.578,-1.038
0.114,0.247,0.958,10.437,-3.235,-1.038
0.115,0.247,0.959,12.695,-0.793,-0.671
0.115,0.244,0.960,12.451,0.305,-0.427
0.115,0.250,0.959,10.620,-1.770,0.488
0.116,0.251,0.957,10.803,-0.732,1.465
0.128,0.259,0.963,9.949,-1.099,1.587
0.109,0.264,0.944,10.742,-1.404,1.892
0.115,0.267,0.951,11.230,1.221,2.502
0.116,0.274,0.943,9.644,0.732,2.258
0.114,0.274,0.939,9.216,-0.061,2.625
0.111,0.280,0.934,9.338,1.587,2.197
0.109,0.285,0.928,6.165,-0.732,2.197
0.107,0.280,0.927,4.944,0.610,2.258
0.102,0.280,0.928,3.723,-0.305,1.526
0.103,0.274,0.927,2.563,-2.991,1.038
0.103,0.271,0.932,3.662,-2.075,0.977
0.103,0.269,0.936,4.883,-0.732,0.549
0.106,0.269,0.940,5.005,-2.563,0.305
0.105,0.270,0.941,6.775,-1.099,0.244
0.109,0.269,0.938,6.592,-2.075,0.427
0.106,0.266,0.941,7.263,-0.977,0.366
0.109,0.272,0.944,6.836,-2.319,0.549
0.111,0.267,0.948,6.775,-1.099,0.549
0.114,0.267,0.953,6.165,-3.113,0.000
0.115,0.267,0.955,8.850,-1.648,-0.061
0.112,0.267,0.957,10.925,0.305,-0.671
0.114,0.265,0.959,13.062,-0.671,-0.916
0.111,0.261,0.963,18.494,1.038,-1.892
0.110,0.246,0.963,25.146,0.671,-3.113
0.111,0.181,0.973,38.513,1.526,-5.737
0.106,0.047,1.008,70.007,-0.183,-12.085
0.085,-0.168,1.052,130.615,-3.113,-24.780
0.072,-0.383,1.174,222.046,-7.263,-41.870
0.056,-0.705,1.312,333.740,-14.099,-58.960
0.026,-1.099,1.553,458.252,-23.743,-70.801
0.023,-1.531,1.870,597.229,-33.386,-72.205
0.023,-1.939,2.177,736.816,-33.386,-54.260
0.036,-2.416,2.417,872.925,-28.137,-28.870
0.056,-2.750,2.590,1009.033,-28.259,-0.854
-0.010,-2.785,2.560,1134.094,-29.419,35.400
-0.174,-2.680,2.248,1219.971,-40.466,79.773
-0.272,-2.390,1.910,1230.347,-64.575,139.404
-0.244,-2.178,1.709,1175.232,-80.078,201.599
-0.107,-1.749,1.603,1093.506,-82.214,244.263
0.082,-0.930,1.278,995.117,-63.477,266.541
0.063,-0.539,0.725,870.483,-29.846,261.841
0.122,-0.374,0.401,695.435,6.836,240.295
0.017,-0.249,0.024,487.366,45.654,211.975
-0.130,-0.398,-0.292,299.622,64.514,181.091
-0.265,-0.692,-0.485,140.503,62.439,163.391
-0.314,-0.929,-0.526,30.823,36.987,161.743
-0.300,-0.879,-0.418,-7.874,-3.967,172.485
-0.277,-0.690,-0.243,21.118,-51.819,181.274
-0.202,-0.349,-0.074,64.209,-98.328,184.753
-0.078,0.101,0.077,101.929,-135.925,180.054
0.128,0.494,0.239,95.215,-154.663,170.837
0.262,0.820,0.401,48.645,-150.391,155.640
0.433,1.043,0.545,-19.775,-126.099,138.184
0.548,1.507,1.108,-132.263,-90.332,117.493
0.667,1.515,1.859,-297.180,-32.043,95.459
0.513,0.497,1.260,-255.798,43.640,41.931
0.343,-0.295,0.507,-112.183,82.642,-14.465
0.437,-0.359,0.084,-23.743,75.745,-38.330
0.497,-0.283,-0.086,18.616,47.974,-28.381
0.585,-0.296,-0.129,17.029,25.696,-12.329
0.645,-0.381,-0.268,-1.587,23.315,-6.104
0.649,-0.506,-0.397,-13.000,34.790,-13.184
0.585,-0.692,-0.559,-10.803,48.889,-27.222
0.540,-0.890,-0.707,-5.005,58.105,-37.048
0.485,-1.052,-0.842,4.700,57.068,-38.269
0.439,-1.186,-0.912,14.343,46.143,-32.654
0.440,-1.111,-0.939,21.118,28.748,-22.156
0.438,-1.068,-0.925,27.283,8.972,-13.428
0.461,-0.999,-0.855,24.231,-9.460,-5.310
0.477,-0.954,-0.757,14.771,-23.376,1.770
0.499,-0.897,-0.627,4.395,-31.311,6.409
0.527,-0.854,-0.491,-4.517,-33.508,8.240
0.540,-0.828,-0.376,-12.512,-29.114,8.423
0.553,-0.789,-0.243,-21.118,-21.729,8.911
0.564,-0.748,-0.121,-26.733,-12.268,9.277
0.575,-0.712,-0.081,-26.306,-1.587,8.667
0.565,-0.673,-0.097,-27.039,10.498,6.714
0.537,-0.684,-0.194,-34.058,19.958,4.517
0.518,-0.678,-0.268,-36.987,23.071,5.249
0.500,-0.690,-0.339,-36.499,21.851,8.423
0.491,-0.686,-0.401,-31.250,18.494,10.986
0.494,-0.670,-0.443,-23.193,13.916,11.414
0.505,-0.652,-0.480,-15.015,9.338,9.949
0.525,-0.654,-0.496,-8.606,5.493,7.263
0.535,-0.664,-0.503,-2.502,2.991,3.662
0.548,-0.678,-0.504,3.357,1.465,0.244
0.559,-0.711,-0.495,6.592,0.427,-1.526
0.567,-0.732,-0.460,7.385,-0.732,-1.892
0.580,-0.744,-0.421,7.812,-2.075,-1.709
0.581,-0.751,-0.396,8.850,-2.441,-1.526
0.583,-0.756,-0.376,9.766,-2.441,-0.977
0.575,-0.761,-0.355,9.827,-2.563,0.244
0.568,-0.767,-0.354,8.057,-1.953,1.587
0.561,-0.769,-0.352,5.188,-1.709,3.052
0.553,-0.767,-0.354,2.625,-2.380,3.845
0.547,-0.760,-0.366,1.099,-3.479,3.784
0.542,-0.754,-0.378,-0.916,-3.723,3.906
0.541,-0.750,-0.386,-2.869,-3.662,4.333
0.540,-0.751,-0.402,-3.540,-2.869,4.333
0.535,-0.755,-0.414,-2.869,-1.648,4.089
0.529,-0.759,-0.419,-1.282,-0.793,3.662
0.522,-0.766,-0.426,0.732,-0.732,3.235
0.521,-0.762,-0.424,2.686,-1.038,2.991
0.518,-0.749,-0.416,4.517,-1.465,3.235
0.519,-0.744,-0.416,5.371,-2.136,3.113
0.523,-0.734,-0.408,6.042,-2.625,2.869
0.527,-0.738,-0.408,6.104,-3.540,2.441
0.533,-0.740,-0.409,6.226,-3.662,2.075
0.537,-0.746,-0.407,5.920,-3.906,1.404
0.544,-0.754,-0.405,6.042,-4.089,0.610
0.551,-0.766,-0.401,5.798,-4.456,0.061

0.080,0.153,0.971,-1.404,-2.808,1.099
0.079,0.151,0.970,-0.183,-2.747,0.427
0.079,0.148,0.968,2.808,-0.366,0.000
0.080,0.144,0.967,5.310,0.427,0.488
0.078,0.142,0.969,6.287,-0.610,1.160
0.081,0.143,0.974,5.676,-2.441,1.282
0.080,0.142,0.975,4.578,-3.662,1.404
0.080,0.146,0.982,4.639,-3.662,1.404
0.083,0.150,0.981,5.249,-1.892,1.343
0.084,0.161,0.977,4.883,-1.892,1.709
0.088,0.160,0.974,2.014,-1.892,1.526
0.088,0.161,0.973,1.953,0.183,1.770
0.084,0.161,0.973,0.427,-1.526,1.526
0.081,0.157,0.967,-0.916,-2.258,1.160
0.077,0.157,0.964,-0.793,-2.441,0.671
0.077,0.160,0.962,0.000,-1.343,0.305
0.079,0.158,0.962,1.709,-0.183,0.488
0.081,0.162,0.966,2.075,-2.258,0.610
0.083,0.160,0.967,2.380,-1.831,0.183
0.085,0.160,0.969,1.770,-3.052,-0.122
0.088,0.155,0.966,2.380,-0.854,-0.183
0.086,0.155,0.968,3.235,-1.404,-0.061
0.087,0.158,0.968,3.784,-1.648,-0.610
0.088,0.162,0.967,4.700,-0.488,-0.305
0.083,0.162,0.969,2.075,-3.052,-0.244
0.088,0.163,0.973,1.282,-2.136,-0.549
0.077,0.162,0.980,2.502,-0.183,0.061
0.079,0.164,0.982,1.404,-1.343,0.305
0.074,0.149,0.969,0.366,-2.991,-0.488
0.066,0.137,0.962,4.395,-3.113,-2.136
0.070,0.086,0.967,13.245,-2.747,-3.723
0.058,0.005,0.992,30.090,-4.456,-5.249
0.044,-0.156,1.056,61.340,-7.629,-9.399
0.025,-0.382,1.162,115.234,-9.521,-17.151
-0.001,-0.653,1.292,195.862,-14.709,-28.381
0.005,-0.931,1.458,302.368,-18.127,-40.100
0.021,-1.229,1.652,421.326,-22.461,-49.561
0.016,-1.537,1.858,545.593,-27.100,-47.424
-0.019,-1.808,2.012,668.274,-26.306,-29.175
-0.112,-2.052,2.108,779.846,-28.320,-4.700
-0.201,-2.204,2.149,874.023,-43.884,24.841
-0.317,-2.275,2.091,937.927,-65.186,64.697
-0.323,-2.244,1.998,963.745,-87.097,107.422
-0.340,-2.131,1.831,958.191,-102.112,148.132
-0.288,-1.929,1.644,917.969,-106.018,184.265
-0.208,-1.642,1.479,852.112,-100.281,210.693
-0.074,-1.188,1.387,759.277,-81.848,229.065
0.053,-0.853,1.088,656.799,-45.410,224.670
0.138,-0.599,0.775,549.744,-0.305,199.890
0.095,-0.484,0.441,455.994,41.748,163.696
-0.043,-0.446,0.201,355.286,70.801,132.141
-0.205,-0.525,-0.013,256.897,81.787,111.511
-0.272,-0.623,-0.213,158.020,74.524,110.962
-0.316,-0.722,-0.265,85.083,51.575,126.526
-0.308,-0.520,-0.239,56.152,15.015,145.203
-0.237,-0.265,-0.136,67.993,-28.076,160.828
-0.099,0.035,-0.085,81.604,-68.542,165.405
-0.007,0.285,0.002,81.482,-100.037,159.729
0.035,0.724,0.356,57.800,-116.821,147.217
0.295,1.383,1.435,29.053,-114.563,125.916
0.694,1.235,2.331,90.942,-88.135,69.519
1.127,0.564,0.984,121.277,-22.583,-16.357
0.668,-0.030,0.368,-67.383,84.656,-21.606
0.444,-0.223,0.177,-217.590,113.403,19.531
0.407,-0.298,0.046,-239.990,93.872,45.227
0.380,-0.493,-0.090,-160.217,72.388,31.799
0.342,-0.863,-0.372,-33.936,48.828,10.498
0.323,-0.908,-0.620,72.937,23.315,-1.770
0.363,-0.908,-0.681,96.497,4.028,-4.517
0.372,-0.932,-0.713,72.388,-6.897,-1.770
0.377,-1.011,-0.730,44.678,-10.193,1.709
0.380,-1.103,-0.718,20.691,-10.193,3.540
0.377,-1.158,-0.707,9.155,-11.658,5.188
0.389,-1.165,-0.670,7.690,-17.334,6.775
0.394,-1.133,-0.623,10.559,-26.978,10.376
0.410,-1.067,-0.544,11.047,-37.109,16.479
0.430,-0.993,-0.446,8.118,-45.593,22.461
0.456,-0.908,-0.344,6.470,-50.781,24.963
0.480,-0.849,-0.242,5.493,-51.758,24.048
0.506,-0.797,-0.156,3.845,-47.363,21.057
0.513,-0.762,-0.065,-1.831,-39.185,18.250
0.524,-0.746,-0.028,-8.240,-28.992,16.174
0.529,-0.738,0.009,-16.663,-17.700,14.526
0.521,-0.750,-0.013,-21.729,-7.568,12.878
0.516,-0.756,-0.082,-26.428,0.488,12.756
0.500,-0.751,-0.126,-29.480,5.188,14.526
0.497,-0.760,-0.201,-28.748,6.531,15.381
0.495,-0.794,-0.256,-23.682,5.432,14.709
0.497,-0.770,-0.267,-16.846,3.296,15.076
0.499,-0.771,-0.310,-11.963,2.625,14.465
0.500,-0.794,-0.323,-2.747,1.526,11.841
0.509,-0.816,-0.333,1.587,1.526,10.132
0.505,-0.824,-0.338,-2.625,2.747,9.277
0.501,-0.816,-0.329,-5.859,4.395,7.751
0.491,-0.851,-0.300,-10.376,5.798,6.165
0.485,-0.823,-0.310,-12.085,6.409,5.310
0.480,-0.829,-0.277,-11.047,4.700,3.784
0.482,-0.823,-0.283,-7.812,2.502,3.784
0.486,-0.830,-0.261,-7.385,0.061,3.906
0.492,-0.830,-0.240,-5.981,-1.648,3.967
0.501,-0.832,-0.237,-4.211,-2.930,3.662
0.501,-0.841,-0.219,-4.883,-3.113,3.662
0.511,-0.831,-0.200,-6.287,-1.953,3.906
0.514,-0.813,-0.186,-7.629,0.000,3.906
0.516,-0.811,-0.193,-9.155,3.174,3.296
0.498,-0.805,-0.199,-12.085,7.080,3.113
0.482,-0.821,-0.225,-13.550,9.766,2.747
0.471,-0.850,-0.241,-13.916,10.559,2.258
0.468,-0.861,-0.260,-9.766,9.094,2.136
0.473,-0.865,-0.267,-4.639,6.165,2.075
0.482,-0.864,-0.283,0.305,3.845,2.258
0.489,-0.862,-0.294,3.052,2.441,2.563
0.497,-0.851,-0.295,3.845,1.343,3.113
0.498,-0.842,-0.284,3.174,0.977,3.418
0.501,-0.848,-0.273,3.845,1.465,3.113
0.498,-0.852,-0.259,3.357,2.075,2.625
0.494,-0.852,-0.240,3.845,2.380,2.258
0.489,-0.856,-0.229,3.479,2.380,1.587
0.486,-0.865,-0.229,1.526,2.075,2.014

0.081,0.295,0.919,6.165,0.671,2.563
0.080,0.301,0.917,5.676,-0.671,2.441
0.082,0.307,0.927,4.395,-2.014,2.380
0.084,0.306,0.938,2.808,-2.930,2.075
0.085,0.297,0.943,1.892,-2.563,1.709
0.083,0.298,0.942,1.831,-2.075,1.465
0.081,0.297,0.943,1.892,-1.404,1.526
0.077,0.296,0.939,1.953,-1.160,1.160
0.082,0.296,0.940,2.136,-1.648,0.732
0.085,0.299,0.938,2.136,-1.526,0.549
0.088,0.300,0.940,2.380,-1.587,0.305
0.088,0.302,0.942,2.686,-1.709,0.244
0.091,0.299,0.942,2.625,-1.343,0.671
0.090,0.302,0.944,3.235,-0.793,1.038
0.083,0.303,0.938,4.639,-0.488,0.793
0.083,0.304,0.933,6.287,-0.244,0.244
0.083,0.301,0.927,7.690,-0.671,-0.366
0.081,0.302,0.929,9.583,-1.465,-0.916
0.085,0.296,0.933,10.986,-1.465,-1.648
0.086,0.293,0.935,11.414,-1.465,-2.014
0.088,0.289,0.936,11.780,-0.793,-2.014
0.086,0.290,0.939,12.756,0.305,-1.953
0.085,0.293,0.933,14.526,1.221,-2.136
0.087,0.287,0.935,17.517,1.465,-2.869
0.090,0.289,0.933,21.912,1.892,-3.540
0.087,0.278,0.932,26.978,2.991,-4.578
0.090,0.268,0.926,35.583,4.028,-5.859
0.095,0.233,0.938,51.147,5.615,-8.240
0.098,0.192,0.949,73.669,7.874,-11.780
0.109,0.103,0.984,106.018,10.864,-17.090
0.119,0.012,1.027,156.616,16.113,-26.184
0.125,-0.141,1.073,223.999,23.132,-39.490
0.132,-0.361,1.146,307.922,30.090,-55.786
0.154,-0.595,1.264,403.931,34.851,-71.777
0.186,-0.873,1.384,505.310,36.377,-85.510
0.194,-1.220,1.535,616.516,37.292,-98.816
0.158,-1.600,1.652,729.004,38.635,-107.849
0.133,-1.886,1.691,827.637,35.767,-104.431
0.099,-2.133,1.719,904.175,22.888,-94.849
0.031,-2.390,1.674,952.820,-1.221,-81.360
0.018,-2.483,1.546,960.266,-28.870,-52.490
-0.008,-2.496,1.306,931.091,-52.551,-9.216
0.001,-2.449,1.035,872.803,-67.688,40.955
0.021,-2.302,0.829,793.640,-70.801,95.520
0.079,-1.980,0.732,709.717,-65.430,141.296
0.068,-1.649,0.565,633.667,-52.063,167.786
0.026,-1.395,0.381,561.340,-37.537,171.753
-0.016,-1.224,0.228,492.310,-29.114,162.354
-0.092,-1.088,0.085,422.852,-27.954,151.184
-0.120,-0.977,-0.022,343.994,-31.982,147.339
-0.117,-0.848,-0.049,262.573,-40.039,151.855
-0.209,-0.700,-0.056,192.505,-50.232,160.645
-0.246,-0.520,-0.030,138.916,-62.195,165.710
-0.239,-0.393,0.039,101.440,-76.050,165.466
-0.181,-0.200,0.137,78.430,-92.041,162.354
-0.109,0.096,0.243,66.040,-107.483,160.278
0.018,0.322,0.390,50.842,-119.019,154.297
0.104,0.552,0.477,29.907,-120.667,143.311
0.178,0.673,0.550,0.732,-113.098,128.723
0.259,0.620,0.629,-35.217,-101.868,108.459
0.366,0.568,0.750,-65.857,-84.351,83.618
0.552,0.747,0.984,-83.008,-60.364,52.734
0.601,0.497,1.063,-100.769,-30.823,12.146
0.574,0.012,0.757,-108.459,6.531,-15.015
0.523,-0.306,0.402,-89.294,34.180,-22.278
0.500,-0.507,0.130,-52.063,44.739,-21.851
0.541,-0.615,0.001,-12.939,43.701,-18.982
0.543,-0.652,-0.182,20.386,43.030,-17.944
0.549,-0.724,-0.334,29.236,44.312,-18.860
0.519,-0.794,-0.468,22.949,46.265,-18.982
0.495,-0.868,-0.590,13.916,46.631,-18.799
0.464,-0.933,-0.664,6.409,44.067,-18.250
0.440,-0.981,-0.706,5.127,38.757,-18.311
0.416,-1.006,-0.747,8.240,31.677,-18.311
0.413,-0.994,-0.761,12.390,21.179,-15.869
0.414,-0.948,-0.737,16.357,7.935,-12.024
0.420,-0.888,-0.671,18.066,-5.432,-8.972
0.438,-0.854,-0.589,14.832,-16.174,-8.606
0.448,-0.837,-0.507,6.042,-22.034,-9.155
0.462,-0.848,-0.423,-5.737,-24.353,-8.606
0.484,-0.863,-0.318,-16.541,-24.475,-7.324
0.497,-0.869,-0.208,-21.545,-22.278,-5.859
0.512,-0.874,-0.103,-19.653,-17.517,-6.348
0.532,-0.848,-0.054,-13.184,-10.925,-8.301
0.525,-0.824,-0.054,-8.423,-3.357,-8.667
0.522,-0.785,-0.068,-7.935,3.723,-6.897
0.507,-0.764,-0.106,-10.193,9.949,-4.883
0.498,-0.761,-0.155,-14.832,14.648,-3.296
0.501,-0.763,-0.201,-19.592,17.334,-2.380
0.499,-0.785,-0.251,-18.250,18.616,-3.235
0.501,-0.792,-0.294,-13.855,17.822,-3.967
0.507,-0.796,-0.327,-8.667,15.625,-4.089
0.513,-0.792,-0.354,-3.662,13.184,-3.967
0.501,-0.789,-0.368,1.099,10.681,-4.272
0.497,-0.811,-0.387,3.479,8.118,-5.249
0.483,-0.833,-0.400,2.380,4.944,-5.798
0.481,-0.853,-0.374,0.061,1.648,-5.310
0.474,-0.865,-0.350,-2.014,-0.916,-4.944
0.475,-0.881,-0.330,-4.822,-2.686,-4.272
