aX,aY,aZ,gX,gY,gZ
0.474,-0.881,-0.307,-6.653,-3.967,-2.747
0.468,-0.868,-0.292,-6.226,-5.127,-0.671
0.479,-0.856,-0.266,-3.784,-6.409,0.488
0.490,-0.834,-0.253,-0.732,-7.385,1.465
0.494,-0.813,-0.245,1.343,-6.592,2.075
0.498,-0.793,-0.247,0.977,-3.845,2.441
0.487,-0.783,-0.255,-0.916,-0.549,2.930
0.480,-0.784,-0.275,-3.479,2.625,3.052
0.473,-0.789,-0.291,-4.944,4.395,2.319
0.464,-0.796,-0.310,-4.395,4.517,1.465
0.471,-0.810,-0.320,-2.319,3.418,0.305
0.475,-0.814,-0.322,0.732,1.709,-0.732
0.477,-0.818,-0.320,3.540,0.244,-1.526
0.483,-0.817,-0.317,5.981,-0.549,-1.953
0.480,-0.823,-0.314,7.141,-0.916,-2.258
0.483,-0.833,-0.310,6.531,-1.282,-2.258
0.479,-0.847,-0.303,4.700,-1.404,-1.709
0.482,-0.858,-0.292,2.625,-1.404,-0.977
0.476,-0.865,-0.296,1.221,-1.160,-0.488
0.471,-0.869,-0.298,0.366,-1.282,0.183

0.054,-0.026,0.987,0.610,0.366,3.540
0.053,-0.029,0.991,-2.319,-1.160,3.357
0.052,-0.029,0.987,-2.808,0.854,3.418
0.050,-0.029,0.985,-1.648,1.038,3.601
0.049,-0.029,0.987,-0.793,-1.221,2.869
0.047,-0.035,0.989,2.258,-0.366,2.197
0.048,-0.033,0.988,3.601,-1.282,1.953
0.046,-0.033,0.993,6.165,0.244,2.197
0.047,-0.029,0.992,5.554,-2.319,2.075
0.048,-0.027,0.993,5.432,-1.343,1.648
0.048,-0.029,0.990,7.141,0.671,1.526
0.048,-0.032,0.989,7.019,-1.038,1.526
0.049,-0.029,0.990,5.249,-2.441,1.099
0.052,-0.032,0.991,4.822,0.427,1.221
0.048,-0.036,0.986,4.211,0.305,1.770
0.047,-0.035,0.985,2.380,-2.075,1.648
0.048,-0.033,0.985,1.343,-2.197,1.160
0.048,-0.036,0.985,3.052,-0.061,1.221
0.049,-0.041,0.988,3.235,-2.075,1.099
0.049,-0.042,0.990,2.991,-3.174,0.549
0.047,-0.043,0.990,5.188,-0.610,0.732
0.049,-0.043,0.988,6.042,-1.099,1.404
0.047,-0.037,0.990,5.127,-2.625,1.343
0.048,-0.033,0.987,6.042,-0.183,1.099
0.049,-0.027,0.990,7.080,0.610,1.465
0.046,-0.024,0.984,6.531,-0.977,1.343
0.045,-0.019,0.988,5.615,-2.625,0.549
0.045,-0.016,0.983,6.714,-0.366,-0.183
0.045,-0.013,0.982,8.240,0.183,-0.183
0.041,-0.019,0.986,7.996,-0.854,-1.038
0.044,-0.029,0.991,11.047,0.549,-2.136
0.043,-0.076,0.995,17.334,-1.038,-4.517
0.043,-0.195,1.022,42.419,1.587,-10.498
0.056,-0.401,1.075,99.487,0.732,-24.170
0.039,-0.652,1.190,200.684,3.113,-47.668
0.042,-1.008,1.366,345.032,5.188,-81.848
0.046,-1.382,1.569,522.400,8.484,-120.483
0.079,-1.699,1.742,721.802,12.024,-154.663
0.103,-1.972,1.836,911.682,5.981,-174.072
0.083,-2.186,1.859,1056.152,-7.385,-173.645
0.005,-2.654,1.732,1124.817,-32.471,-155.579
0.001,-2.708,1.596,1083.191,-59.143,-97.229
-0.020,-2.913,1.192,1004.944,-68.909,-25.879
-0.100,-2.881,0.678,932.495,-60.547,31.250
-0.202,-2.662,0.149,838.806,-46.509,114.441
-0.350,-2.159,-0.377,716.736,-27.527,196.594
-0.552,-1.574,-0.769,598.877,-26.184,248.352
-0.622,-1.103,-0.876,505.554,-49.622,256.592
-0.735,-0.545,-0.916,430.420,-85.815,240.601
-0.756,-0.126,-0.882,363.953,-127.502,210.571
-0.698,0.230,-0.696,306.580,-170.715,179.626
-0.603,0.476,-0.475,250.122,-206.726,154.419
-0.443,0.620,-0.181,195.068,-231.445,130.798
-0.255,0.702,0.151,159.363,-243.591,101.685
-0.097,0.729,0.375,134.644,-237.427,67.383
0.008,0.642,0.544,103.271,-221.558,34.180
0.147,0.445,0.734,60.242,-204.041,6.287
0.254,0.186,0.906,10.742,-179.565,-9.033
0.333,-0.062,0.968,-38.086,-145.569,-12.573
0.359,-0.322,0.979,-73.914,-117.371,-18.555
0.388,-0.577,0.965,-93.323,-91.797,-19.653
0.413,-0.791,0.939,-91.125,-70.007,-19.592
0.444,-0.932,0.874,-72.021,-49.988,-19.470
0.482,-1.013,0.756,-43.518,-30.640,-18.982
0.490,-1.029,0.613,-17.456,-11.169,-15.686
0.493,-0.999,0.461,-1.160,6.042,-9.277
0.480,-0.949,0.292,5.859,22.156,-3.357
0.430,-0.903,0.100,8.362,37.598,-0.488
0.388,-0.869,-0.070,7.019,47.791,1.282
0.356,-0.844,-0.225,2.991,52.673,1.831
0.337,-0.831,-0.365,-1.709,52.734,2.014
0.340,-0.816,-0.473,-3.418,51.270,2.441
0.327,-0.806,-0.580,-2.686,50.354,2.502
0.329,-0.781,-0.657,-4.883,46.448,3.540
0.321,-0.769,-0.723,-8.179,41.260,3.967
0.316,-0.750,-0.755,-10.071,34.729,3.052
0.311,-0.751,-0.755,-9.705,27.283,0.732
0.319,-0.758,-0.751,-8.301,19.836,-2.258
0.327,-0.747,-0.739,-8.362,13.000,-3.967
0.339,-0.753,-0.705,-8.728,6.104,-4.028
0.349,-0.758,-0.649,-9.888,-0.366,-2.869
0.360,-0.760,-0.582,-11.047,-5.432,-1.465
0.370,-0.762,-0.529,-11.108,-9.521,-1.038
0.385,-0.758,-0.470,-8.850,-13.245,-1.465
0.396,-0.748,-0.412,-4.517,-15.625,-3.052
0.403,-0.750,-0.362,-2.014,-16.602,-4.944
0.421,-0.770,-0.317,-1.770,-16.785,-6.470
0.428,-0.791,-0.286,-2.014,-15.076,-7.385
0.437,-0.821,-0.277,-3.418,-12.024,-7.812
0.435,-0.839,-0.276,-5.554,-8.301,-7.019
0.424,-0.855,-0.292,-6.836,-4.211,-5.798
0.414,-0.861,-0.311,-7.568,-1.038,-5.066
0.397,-0.853,-0.333,-7.812,1.343,-4.883
0.390,-0.846,-0.342,-6.958,2.441,-4.883
0.384,-0.842,-0.356,-6.592,3.235,-4.944
0.375,-0.836,-0.370,-6.897,4.395,-4.578
0.367,-0.833,-0.383,-7.507,4.944,-3.906
0.363,-0.829,-0.396,-9.094,5.066,-3.235
0.364,-0.829,-0.407,-10.559,5.005,-2.930
0.373,-0.833,-0.414,-10.132,4.639,-3.174
0.372,-0.832,-0.424,-7.202,3.906,-3.479
0.369,-0.833,-0.424,-3.601,3.296,-4.272
0.368,-0.845,-0.423,0.671,2.563,-5.066
0.364,-0.857,-0.416,3.357,1.770,-5.798
0.364,-0.858,-0.410,3.113,0.671,-5.432
0.360,-0.856,-0.406,0.427,-0.122,-4.089
0.361,-0.851,-0.395,-2.502,-0.977,-2.014
0.361,-0.860,-0.390,-5.432,-2.441,-0.244
0.367,-0.869,-0.374,-6.897,-3.296,0.732
0.369,-0.879,-0.361,-6.714,-3.235,0.793
0.370,-0.889,-0.349,-5.432,-2.808,0.305
0.371,-0.898,-0.350,-3.418,-1.953,0.122
0.374,-0.892,-0.354,-1.221,-1.465,0.305
0.375,-0.880,-0.360,0.366,-0.793,1.465
0.373,-0.863,-0.365,0.671,0.183,2.930
0.371,-0.848,-0.368,-0.854,1.160,4.272
0.365,-0.836,-0.373,-3.052,1.831,5.493
0.365,-0.823,-0.377,-5.554,2.136,6.287
0.361,-0.818,-0.379,-7.141,1.953,6.470

0.082,0.172,1.150,12.146,3.723,3.906
0.099,0.146,1.142,18.677,3.418,0.793
0.110,0.143,1.131,24.597,1.831,-0.732
0.123,0.141,1.119,31.189,3.235,-1.038
0.129,0.134,1.106,37.109,6.836,-1.221
0.129,0.132,1.094,41.504,10.071,-1.099
0.118,0.134,1.077,41.443,12.878,-0.916
0.111,0.134,1.046,39.734,15.808,-0.183
0.111,0.139,1.018,35.400,17.395,0.488
0.100,0.135,1.002,32.166,17.639,1.526
0.100,0.138,0.983,28.748,15.930,1.648
0.105,0.140,0.974,27.222,14.526,1.709
0.112,0.132,0.974,28.564,13.245,1.038
0.115,0.130,0.966,30.762,12.329,0.244
0.124,0.111,0.962,33.508,11.536,-0.305
0.121,0.121,0.962,35.828,12.573,-0.366
0.125,0.109,0.966,36.133,12.207,-0.305
0.120,0.117,0.965,33.752,12.756,-0.488
0.118,0.114,0.960,27.649,12.390,-0.854
0.119,0.109,0.954,22.583,11.658,-1.770
0.121,0.099,0.949,20.569,10.315,-2.625
0.126,0.088,0.948,20.691,8.667,-3.479
0.127,0.078,0.945,21.484,6.836,-3.784
0.132,0.072,0.940,23.865,6.226,-3.601
0.134,0.062,0.941,28.198,5.310,-3.967
0.138,0.059,0.941,33.691,4.272,-4.211
0.142,0.048,0.946,40.283,3.784,-4.822
0.147,0.049,0.966,45.349,3.479,-4.700
0.147,0.059,0.977,48.523,3.601,-4.578
0.148,0.063,0.991,51.819,4.883,-4.700
0.150,0.069,1.003,55.237,5.737,-5.127
0.155,0.062,1.044,59.143,6.470,-6.531
0.183,0.050,1.095,64.819,7.263,-9.521
0.198,-0.010,1.152,78.247,11.230,-16.052
0.225,-0.193,1.280,108.337,17.456,-25.879
0.240,-0.487,1.462,168.152,27.466,-39.429
0.257,-0.678,1.667,265.320,40.405,-53.894
0.214,-0.948,1.888,391.235,54.932,-69.275
0.209,-1.243,2.086,533.142,66.162,-85.938
0.226,-1.598,2.247,682.068,72.571,-101.624
0.183,-2.024,2.322,820.862,69.092,-114.502
0.222,-2.351,2.212,940.491,61.890,-115.051
0.157,-2.538,1.879,1017.761,44.739,-99.487
0.066,-2.619,1.443,1043.457,27.161,-53.589
0.018,-2.591,0.978,1002.380,12.085,17.212
-0.031,-2.382,0.570,910.706,3.784,92.346
-0.062,-2.013,0.272,805.237,2.014,151.001
-0.064,-1.500,0.056,701.294,0.671,192.566
-0.169,-1.057,-0.154,604.675,-2.869,213.135
-0.293,-0.731,-0.320,520.935,-7.874,218.628
-0.380,-0.346,-0.447,443.298,-20.447,215.210
-0.487,-0.087,-0.455,371.216,-43.091,206.299
-0.533,0.101,-0.417,296.326,-76.477,194.092
-0.567,0.282,-0.315,230.591,-111.023,181.946
-0.503,0.475,-0.155,172.241,-147.827,168.213
-0.345,0.674,0.011,115.112,-177.856,153.381
-0.156,0.797,0.231,58.472,-200.928,135.437
0.029,0.818,0.439,7.568,-206.909,115.540
0.228,0.767,0.688,-35.767,-194.336,92.407
0.416,0.654,0.795,-76.050,-163.086,69.031
0.548,0.511,0.950,-105.103,-121.033,47.241
0.662,0.505,1.515,-114.868,-75.867,22.156
0.820,0.375,1.752,-116.760,-6.287,-10.925
0.766,0.080,1.471,-118.591,64.514,-35.522
0.571,-0.403,0.852,-107.422,91.980,-40.771
0.521,-0.587,0.321,-85.510,90.149,-34.119
0.578,-0.758,0.118,-51.392,69.580,-31.860
0.646,-0.816,-0.021,-14.832,54.749,-31.250
0.689,-0.833,-0.154,10.986,45.837,-30.396
0.689,-0.844,-0.286,22.827,44.800,-24.597
0.656,-0.866,-0.393,20.630,48.401,-17.883
0.628,-0.883,-0.487,17.212,49.377,-12.207
0.580,-0.902,-0.607,21.667,52.246,-7.874
0.527,-0.902,-0.701,28.748,49.316,-4.700
0.501,-0.883,-0.767,36.194,39.978,-2.441
0.476,-0.844,-0.797,41.626,28.198,0.305
0.467,-0.802,-0.781,41.504,12.146,2.136
0.465,-0.777,-0.729,39.246,-2.869,3.113
0.474,-0.769,-0.667,33.997,-16.663,3.235
0.496,-0.767,-0.580,26.489,-27.893,2.441
0.520,-0.787,-0.490,17.944,-34.546,1.953
0.549,-0.802,-0.405,8.545,-35.950,2.747
0.559,-0.810,-0.350,0.061,-32.654,4.456
0.558,-0.811,-0.309,-6.775,-25.940,6.531
0.550,-0.804,-0.282,-11.658,-20.264,8.362
0.543,-0.797,-0.255,-12.268,-16.479,8.972
0.525,-0.786,-0.211,-7.019,-14.893,8.179
0.533,-0.782,-0.178,2.380,-13.794,5.432
0.548,-0.762,-0.177,11.536,-12.146,2.625
0.564,-0.754,-0.177,16.968,-10.193,0.916
0.589,-0.741,-0.175,17.151,-7.996,0.854
0.608,-0.734,-0.189,14.282,-5.066,1.282
0.604,-0.735,-0.214,10.132,-1.282,2.136
0.600,-0.739,-0.254,7.690,2.136,2.808
0.589,-0.743,-0.302,6.836,4.211,3.113
0.580,-0.742,-0.344,7.324,4.761,2.869
0.571,-0.738,-0.371,8.240,3.906,2.441
0.560,-0.733,-0.392,8.606,2.075,1.831
0.560,-0.733,-0.403,8.423,-0.732,0.977
0.564,-0.732,-0.400,8.606,-3.967,0.244
0.564,-0.735,-0.388,8.850,-6.897,-0.122
0.567,-0.746,-0.366,9.033,-9.521,-0.610
0.569,-0.756,-0.354,8.789,-10.010,-1.221
0.569,-0.766,-0.350,8.057,-9.094,-0.916
0.573,-0.776,-0.344,6.409,-7.996,-0.366
0.567,-0.776,-0.343,4.517,-6.042,0.671
0.564,-0.770,-0.344,3.052,-4.456,2.197
0.560,-0.761,-0.342,1.892,-3.357,3.479
0.555,-0.759,-0.342,1.343,-2.441,3.906
0.556,-0.753,-0.342,2.686,-2.136,3.662
0.557,-0.754,-0.341,4.395,-1.892,3.113
0.559,-0.753,-0.340,4.822,-1.709,2.930
0.561,-0.760,-0.338,4.395,-1.221,3.052
0.568,-0.767,-0.339,3.906,-1.709,3.113
0.570,-0.777,-0.341,4.150,-2.014,3.540
0.575,-0.779,-0.346,4.456,-1.709,3.479
0.575,-0.783,-0.352,4.517,-0.916,3.174
0.569,-0.782,-0.357,4.211,-0.671,3.601
0.570,-0.778,-0.364,3.479,-0.732,4.150

0.130,0.274,0.934,0.671,0.122,0.305
0.133,0.274,0.937,0.488,0.183,0.854
0.126,0.272,0.934,0.549,0.427,0.977
0.124,0.271,0.934,2.319,1.038,1.160
0.127,0.270,0.930,3.174,-0.366,0.793
0.124,0.269,0.929,5.371,-0.244,1.038
0.126,0.271,0.926,6.287,-0.732,1.221
0.126,0.273,0.924,6.287,-0.916,1.343
0.121,0.275,0.919,6.042,-1.282,1.404
0.125,0.286,0.919,5.493,-2.441,1.770
0.120,0.286,0.921,5.005,-1.282,1.831
0.125,0.290,0.920,4.150,-3.296,1.831
0.120,0.293,0.922,5.737,-1.038,1.709
0.119,0.293,0.923,5.066,-2.930,0.977
0.116,0.290,0.918,5.798,-2.625,0.488
0.120,0.294,0.921,6.165,-4.150,0.122
0.120,0.290,0.922,6.165,-3.296,-0.183
0.121,0.290,0.923,5.188,-4.822,-0.244
0.121,0.287,0.928,6.775,-3.540,-0.427
0.123,0.288,0.932,7.202,-4.944,-0.488
0.120,0.288,0.934,9.216,-4.333,-0.427
0.124,0.292,0.940,12.329,-3.296,-0.244
0.122,0.299,0.942,13.916,-4.028,-0.549
0.124,0.300,0.936,15.442,-1.709,-0.793
0.123,0.302,0.940,15.564,-2.014,-1.526
0.117,0.301,0.936,16.174,-1.648,-2.197
0.126,0.297,0.931,16.602,-1.587,-3.174
0.122,0.294,0.928,18.494,-0.916,-4.028
0.122,0.291,0.931,22.766,-0.977,-4.456
0.140,0.285,0.945,30.273,0.305,-5.188
0.141,0.278,0.976,42.053,2.319,-6.348
0.139,0.231,1.032,59.204,5.554,-9.521
0.179,0.146,1.124,87.830,12.390,-15.381
0.200,-0.029,1.258,141.663,21.423,-28.015
0.191,-0.180,1.406,226.685,35.767,-44.739
0.214,-0.382,1.541,331.177,51.270,-62.622
0.252,-0.588,1.748,453.613,62.744,-79.712
0.259,-0.801,1.922,586.853,71.228,-95.215
0.251,-1.177,2.097,722.229,77.332,-113.159
0.283,-1.550,2.203,864.197,77.637,-133.545
0.273,-1.809,2.112,998.901,75.012,-148.193
0.190,-2.009,1.889,1097.290,64.148,-146.118
0.093,-2.099,1.514,1134.216,41.382,-121.338
0.002,-2.132,1.133,1107.666,13.489,-73.608
-0.042,-2.114,0.773,1044.617,-10.681,-18.982
-0.034,-1.949,0.430,964.172,-22.705,26.062
0.003,-1.610,0.113,878.662,-27.771,64.697
-0.093,-1.359,-0.128,778.381,-33.081,96.619
-0.151,-1.144,-0.379,680.115,-38.208,111.877
-0.211,-0.949,-0.516,596.313,-49.683,115.845
-0.277,-0.674,-0.588,510.437,-69.214,113.281
-0.308,-0.596,-0.608,416.565,-94.116,112.122
-0.270,-0.561,-0.551,309.570,-122.986,117.004
-0.304,-0.436,-0.489,209.778,-146.423,129.883
-0.230,-0.332,-0.318,129.578,-166.565,142.944
-0.165,-0.130,-0.079,85.876,-185.913,155.884
-0.081,0.061,0.160,70.313,-196.960,154.907
0.028,0.227,0.315,65.308,-197.998,139.038
0.132,0.351,0.440,55.847,-189.697,116.394
0.236,0.389,0.536,37.476,-171.143,89.905
0.308,0.384,0.582,5.310,-145.081,68.726
0.369,0.350,1.218,-42.908,-115.356,55.054
0.676,0.587,2.282,-133.606,-63.538,49.316
1.231,0.416,2.124,-234.192,28.870,41.260
0.654,-0.156,0.998,-221.436,126.221,12.268
0.350,-0.560,0.169,-131.531,143.677,-14.954
0.477,-0.676,-0.214,-51.697,104.370,-16.907
0.515,-0.636,-0.382,4.150,63.538,-7.080
0.581,-0.638,-0.469,28.992,32.410,-0.305
0.588,-0.635,-0.572,40.344,20.874,1.221
0.571,-0.626,-0.725,40.527,22.888,-0.366
0.532,-0.628,-0.854,34.546,26.428,-0.977
0.501,-0.657,-0.929,25.696,23.926,-0.549
0.485,-0.693,-0.963,21.912,15.381,-0.977
0.485,-0.723,-0.965,23.376,3.662,-2.197
0.481,-0.728,-0.926,24.902,-8.972,-3.235
0.490,-0.713,-0.844,23.743,-21.301,-3.479
0.519,-0.687,-0.691,18.555,-32.593,-2.380
0.543,-0.661,-0.473,8.972,-39.673,0.549
0.583,-0.676,-0.232,-7.446,-38.574,3.296
0.612,-0.711,-0.077,-20.325,-28.137,3.601
0.616,-0.760,-0.042,-21.912,-13.184,0.427
0.593,-0.788,-0.110,-15.076,0.671,-2.869
0.553,-0.807,-0.219,-7.996,7.690,-4.211
0.518,-0.806,-0.331,-2.441,8.606,-3.662
0.497,-0.802,-0.436,0.244,7.019,-1.099
0.493,-0.784,-0.490,1.648,3.113,1.953
0.500,-0.763,-0.535,3.601,0.671,4.395
0.501,-0.738,-0.566,3.479,0.000,6.042
0.500,-0.719,-0.589,2.563,0.305,6.958
0.503,-0.706,-0.591,2.014,-0.061,7.385
0.518,-0.700,-0.562,1.587,-1.831,7.080
0.532,-0.711,-0.512,2.136,-4.150,6.714
0.560,-0.684,-0.473,0.183,-4.028,6.409
0.551,-0.697,-0.465,-0.305,-2.747,5.615
0.555,-0.696,-0.450,2.930,-2.625,4.578
0.559,-0.697,-0.432,4.272,-3.662,3.723
0.562,-0.699,-0.426,4.150,-4.333,3.418
0.564,-0.704,-0.427,3.662,-4.578,3.418
0.560,-0.713,-0.433,2.808,-4.822,3.174
0.550,-0.722,-0.443,1.526,-5.127,2.625
0.543,-0.728,-0.456,-0.122,-4.883,2.563
0.537,-0.735,-0.477,-2.686,-4.028,2.808
0.526,-0.735,-0.497,-4.700,-3.052,3.906
0.528,-0.724,-0.498,-5.127,-2.319,5.005
0.524,-0.716,-0.493,-4.272,-2.625,5.798
0.532,-0.705,-0.480,-3.479,-2.869,5.676
0.530,-0.698,-0.468,-2.747,-2.563,5.005
0.531,-0.697,-0.462,-2.258,-1.465,4.211
0.533,-0.704,-0.458,-2.380,-0.977,3.357
0.532,-0.719,-0.458,-2.563,-1.343,2.808
0.534,-0.728,-0.453,-2.625,-2.441,2.869
0.542,-0.735,-0.447,-2.075,-3.235,2.930
0.550,-0.730,-0.439,-0.671,-3.357,3.113
0.552,-0.725,-0.438,1.038,-3.174,2.930
0.551,-0.717,-0.437,1.953,-2.991,2.808
0.552,-0.715,-0.442,1.892,-2.808,2.563
0.546,-0.718,-0.446,1.099,-2.686,2.747
0.544,-0.724,-0.454,0.061,-2.502,3.052

0.121,0.276,0.965,0.000,-5.554,2.258
0.124,0.273,0.971,1.099,-5.798,2.258
0.126,0.269,0.971,3.479,-4.700,1.770
0.129,0.261,0.966,6.226,-2.197,1.343
0.123,0.260,0.954,8.789,-0.793,1.221
0.119,0.259,0.954,10.559,0.061,1.404
0.120,0.260,0.953,11.230,0.854,1.831
0.120,0.266,0.951,10.864,1.465,2.380
0.119,0.270,0.949,10.620,1.587,2.991
0.114,0.271,0.945,10.254,1.709,3.174
0.116,0.272,0.940,10.010,1.343,2.747
0.113,0.271,0.937,10.437,1.099,2.625
0.109,0.271,0.935,11.108,0.793,2.075
0.111,0.270,0.933,11.169,-0.183,2.136
0.110,0.271,0.933,11.719,-0.732,2.319
0.112,0.274,0.937,12.024,-1.160,2.502
0.112,0.276,0.938,12.512,-1.160,2.563
0.113,0.275,0.936,12.817,-1.526,2.502
0.113,0.278,0.936,12.634,-1.648,2.380
0.115,0.281,0.931,11.719,-1.770,2.258
0.111,0.281,0.927,9.949,-1.831,2.258
0.114,0.275,0.926,7.996,-2.319,2.136
0.110,0.276,0.926,7.874,-3.174,1.648
0.116,0.280,0.933,7.141,-3.906,1.770
0.100,0.284,0.942,6.348,-4.089,1.953
0.127,0.286,0.945,5.188,-3.418,1.648
0.111,0.285,0.958,5.493,-2.869,1.160
0.115,0.292,0.960,6.348,-1.770,0.977
0.111,0.295,0.968,8.301,-0.610,0.732
0.111,0.310,0.977,11.169,0.122,0.061
0.118,0.319,0.995,14.893,1.526,-0.854
0.108,0.319,1.017,20.996,2.747,-3.357
0.114,0.262,1.073,34.302,5.005,-7.019
0.090,0.125,1.139,63.293,7.446,-15.320
0.062,-0.135,1.245,118.652,8.667,-31.006
0.055,-0.408,1.377,209.778,9.033,-50.232
0.031,-0.655,1.553,335.693,4.395,-70.068
0.020,-1.009,1.768,497.925,-4.272,-89.417
0.102,-1.408,2.083,694.885,-13.489,-111.084
0.152,-1.694,2.352,898.254,-23.437,-129.639
0.134,-1.758,2.432,1063.660,-32.654,-132.874
-0.013,-1.739,2.267,1177.307,-62.561,-130.981
-0.149,-1.810,1.970,1226.379,-97.534,-115.540
-0.116,-1.955,1.682,1210.205,-123.413,-80.383
-0.018,-1.928,1.444,1159.241,-136.902,-27.466
0.040,-1.622,1.193,1095.337,-143.616,23.010
0.093,-1.140,0.888,998.474,-137.390,58.655
0.103,-0.729,0.526,864.746,-116.760,82.947
0.113,-0.426,0.157,687.988,-81.726,97.717
-0.028,-0.332,-0.212,487.488,-35.950,105.835
-0.253,-0.452,-0.553,294.800,3.601,105.957
-0.358,-0.603,-0.870,136.353,23.499,108.337
-0.409,-0.799,-1.009,42.419,8.972,119.141
-0.389,-0.956,-0.961,21.790,-23.743,124.451
-0.353,-0.726,-0.844,45.715,-72.571,139.526
-0.228,-0.542,-0.648,77.209,-121.460,157.898
-0.138,-0.321,-0.517,107.544,-152.893,161.682
-0.047,-0.159,-0.321,127.075,-171.692,158.325
0.044,-0.064,-0.116,125.549,-174.805,148.376
0.063,0.053,0.059,104.248,-164.062,135.864
0.160,0.115,0.195,69.153,-143.860,124.817
0.190,0.054,0.305,23.499,-121.216,106.567
0.221,-0.012,0.383,-22.034,-97.961,88.074
0.262,-0.132,0.429,-56.580,-78.552,72.693
0.297,-0.247,0.449,-74.402,-64.453,60.364
0.369,-0.329,0.632,-69.641,-54.138,49.988
0.482,-0.387,0.778,-43.823,-38.330,39.185
0.594,-0.425,0.902,-27.344,-15.137,28.259
0.715,-0.430,0.686,-20.447,10.193,19.226
0.660,-0.498,0.318,-25.513,31.067,13.733
0.593,-0.588,0.049,-35.583,37.048,14.709
0.574,-0.660,-0.153,-44.617,36.560,18.311
0.522,-0.720,-0.346,-49.988,34.851,20.142
0.496,-0.760,-0.505,-41.199,29.602,18.555
0.473,-0.773,-0.640,-23.621,19.165,15.808
0.473,-0.758,-0.709,-10.864,5.310,13.794
0.481,-0.745,-0.728,-3.967,-8.301,11.780
0.489,-0.757,-0.706,-1.526,-18.921,8.911
0.511,-0.779,-0.659,1.343,-25.024,6.165
0.518,-0.840,-0.612,7.874,-26.428,3.784
0.517,-0.869,-0.555,11.108,-26.062,4.150
0.519,-0.862,-0.471,10.132,-23.743,7.141
0.514,-0.832,-0.363,8.179,-20.508,10.864
0.516,-0.804,-0.271,5.310,-15.198,13.184
0.514,-0.773,-0.197,1.160,-8.789,13.550
0.504,-0.770,-0.161,-1.648,-3.113,12.085
0.497,-0.773,-0.177,-3.845,1.099,10.071
0.483,-0.781,-0.209,-5.615,3.235,8.728
0.456,-0.795,-0.262,-4.883,2.930,7.751
0.448,-0.800,-0.327,-3.723,1.282,7.019
0.443,-0.797,-0.383,-0.610,-0.610,7.446
0.446,-0.793,-0.435,3.174,-2.258,7.324
0.460,-0.787,-0.469,8.301,-3.662,6.653
0.465,-0.785,-0.494,14.587,-4.639,5.615
0.474,-0.786,-0.503,17.639,-6.226,4.822
0.486,-0.779,-0.478,19.104,-8.301,3.967
0.499,-0.783,-0.445,19.165,-9.766,3.235
0.509,-0.785,-0.399,16.724,-10.376,2.747
0.519,-0.791,-0.356,12.756,-9.888,2.747
0.527,-0.805,-0.329,8.606,-8.362,3.357
0.528,-0.814,-0.311,3.662,-6.714,4.883
0.526,-0.812,-0.316,-0.671,-4.578,6.348
0.520,-0.809,-0.322,-3.296,-2.930,7.141
0.522,-0.799,-0.343,-2.991,-1.160,7.141
0.515,-0.786,-0.366,-0.488,1.038,6.897
0.508,-0.773,-0.390,0.916,2.747,7.080
0.500,-0.759,-0.410,0.610,3.906,7.629
0.492,-0.749,-0.421,-0.793,4.822,8.118
0.487,-0.752,-0.421,-2.136,4.578,8.667
0.488,-0.754,-0.412,-3.235,2.747,9.094
0.490,-0.761,-0.399,-3.479,1.038,8.362
0.494,-0.771,-0.379,-3.662,-0.793,7.019
0.502,-0.778,-0.366,-3.174,-2.258,5.737
0.509,-0.786,-0.358,-2.808,-2.625,4.944
0.517,-0.790,-0.352,-2.747,-2.563,5.188
0.516,-0.795,-0.355,-1.648,-1.709,5.676
0.516,-0.797,-0.365,-0.671,0.061,6.165
0.517,-0.798,-0.372,-0.244,1.709,6.592
0.508,-0.794,-0.376,-0.671,2.625,7.019

-0.013,-0.026,0.973,5.615,3.540,-5.066
0.107,-0.073,0.961,8.789,1.526,-9.521
0.105,-0.090,0.980,9.033,0.183,-10.681
0.064,-0.050,0.970,3.113,-2.014,-3.723
0.050,-0.038,0.959,2.563,-3.418,-2.319
0.068,-0.061,0.960,5.493,-4.822,-3.357
0.064,-0.072,0.960,8.728,-6.104,-3.601
0.063,-0.068,0.967,11.292,-6.592,-3.296
0.056,-0.068,0.973,12.756,-7.080,-2.136
0.055,-0.069,0.971,13.367,-7.263,-1.099
0.053,-0.070,0.967,14.465,-7.507,-0.427
0.047,-0.053,0.978,16.541,-8.362,-0.244
0.047,-0.044,0.967,16.785,-9.583,-1.282
0.050,-0.053,0.965,16.357,-9.949,-3.296
0.051,-0.044,0.968,17.639,-10.193,-5.371
0.059,-0.049,0.970,20.447,-10.193,-6.897
0.056,-0.049,0.965,22.156,-10.315,-7.446
0.052,-0.044,0.994,21.545,-10.498,-7.141
0.045,-0.051,0.989,19.714,-10.132,-6.409
0.044,-0.052,0.994,18.188,-8.911,-6.287
0.045,-0.055,0.985,16.968,-8.667,-6.409
0.052,-0.068,0.996,16.052,-8.911,-6.775
0.049,-0.070,1.004,15.076,-8.728,-6.470
0.051,-0.074,1.010,14.709,-7.751,-5.981
0.049,-0.078,1.015,16.235,-6.531,-5.615
0.046,-0.070,1.011,18.127,-5.249,-5.493
0.040,-0.081,1.006,23.254,-4.456,-6.165
0.038,-0.085,1.015,29.297,-4.211,-7.202
